index,event_id,filename,anumber,sentence_count,report_type,sentence_idx,sentence_triggers,event_text,label,lower_idx,upper_idx,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
717,a082871_090615 meentheena e45 2757 annual technical report ye 090403_12378009_3,a082871_090615 meentheena e45 2757 annual technical report ye 090403_12378009.json,82871,86,Annual,3,prospects,"Bookmark not defined. Figure 5 - Detailed Plan showing outline of the Fluorite mineralisation (projected to surface) .16 Figure 6 - Plan and Cross Section - Vein 2.17 Figure 7 - Vein 3 Outcrop map.18 Figure 8 - Vein 3 Cross Sections .19 Figure 9 - Vein 4 Plan View and Cross Section.20 Figure 10 - Vein 4 Cross Section.21 Figure 11 Vein 5 Plan .22 Figure 12 Vein 6 Plan .23 Figure 13 Vein 6 Cross Section.24 Baracus Pty Ltd E45/2757 Annual Report 4 Baracus Pty Ltd E45/2757 Annual Report 5 Baracus Pty Ltd E45/2757 Annual Report 1 Project Name: Meentheena Project Combined Reporting Number: Tenement Numbers: E45/2757 Tenement Holder: Baracus Pty Ltd Report Type: Annual Technical Report Title: Meentheena Project Annual Technical Report Report Period: 03/04/2008 02/04/2009 Author: Baracus Pty Ltd Date of Report: 20 May 2008 1:250,000 Map Sheet: NULLAGINE 1:100,000 Map Sheet: MOUNT EDGAR Target Commodity: Flourite Keywords: Meentheena, Field Reconnaissance Prospects Drilled: List of Assays: Baracus Pty Ltd E45/2757 Annual Report 2 The Meentheena Project E45/2757 is located approximately 75km east of Marble Bar in the North of Western Australia on the NULLAGINE 1:250,000 and MOUNT EDGAR 1:100,000 map sheets. The project covers an area of alternating sedimentary and volcanic formations intruded by an extensive porphyry sill (Bamboo Creek Porphyry) which varies from 100 to 1000m metres thick.",False,3,4,20 May 2008,"NULLAGINE, Marble Bar, Western Australia, NULLAGINE",Fluorite,,porphyry,Bamboo Creek Porphyry,,"mineralisation, Prospects, extensive"
2159,a074647_comb ann report 2007 nth parker range_12151757_146_old,a074647_comb ann report 2007 nth parker range_12151757.json,74647,173,Annual,146,extensive,"P77/2762, P77/2863 & P77/2977 The Centenary West Project comprised 3 small PLs positioned close to the locality of the abandoned Centenary townsite. The tenement group covers the prospective McIntosh ultramafic/mafic contact zone. P77/2863 is a very small tenement that contains a fairly extensive gold in soil anomaly that extends into M77/762. RAB drilling to date has failed to return any encouraging results yet the soil anomaly remains to be fully tested. P77/2762, another small holding, contains a short strike length of a McIntosh target in two narrow horizons, interpreted to be disjointed from the potential thrust fault zone.",True,144,148,,"Centenary, Centenary",gold,,,,,"prospective, extensive, encouraging, potential"
2749,a072171_2005 everlasting annual rpt_12941703_70_old,a072171_2005 everlasting annual rpt_12941703.json,72171,384,Annual,70,mineralisation,This structure is interpreted to be one of the major controls on the North Royal mine which produced nearly 2 million ounces of gold at bonanza grade. Several of these type of structures (NNW) occur in the field area. The known mineralisation in the field area displays the same spatial relationship with north north-west structures exhibited elsewhere in the Norseman field. The Daisy trend sits on an overall north north-east trend which mirrors the geochemistry of the deposit however the mineralisation is bounded along this trend by north north-west trending structures. The other important feature in the Daisy area is the North South trending mylonitic shear zone that appears to cut off the mineralisation at depth.,False,68,72,,"North Royal, Norseman",gold,,,,,"mineralisation, mineralisation, mineralisation"
2839,a074628_c64_2006a_17408554_80_old,a074628_c64_2006a_17408554.json,74628,177,Annual,80,mineralisation,"As this flow waned, lava ponded and insitu fractionation occurred where olivinedepleted lava remained within the lava lake. Under these circumstances, the crystal pile rapidly changes from olivine cumulates to pyroxene cumulates to plagioclase-pyroxene cumulates and then to non-cumulate gabbro. Nickeliferous laterite mineralisation has formed by weathering processes since the Tertiary, and is generally restricted to olivine adcumulate mesocumulate komatiites, rarely reaching ore grades over the more weather resistant orthocumulate komatiite facies rocks. The genesis of nickel laterite ores involve the removal of soluble minerals (MgO, SiO2, Ca, K and Na) and elements, resulting in preferentially concentrated resistant minerals and insoluble elements (Ni and Co) within the extremely leached ultramafic clay weathering profile aided with concentration by supergene processes. Further enrichment occurred at palaeo-water tables, particularly during the Tertiary when continental weathering of the Eastern Goldfields was on going.",False,78,82,,"genesis, Goldfields","crystal, olivine, pyroxene, plagioclase, pyroxene, olivine, nickel",,"gabbro, laterite, komatiites, komatiite, laterite, clay",,"Tertiary, Tertiary",mineralisation
2415,a072786_carlow castle 2005a c453-1996_14242581_233_old,a072786_carlow castle 2005a c453-1996_14242581.json,72786,266,Annual,233,possible,"Dozens of copper-gold workings discovered in the last ten years are located either close to and largely parallel to a series of west-northwest trending regional shears, or are found in off-shoots or splays from this main shear. Many of these prospects are in crab hole country or in areas of chert scree east of 507,000E, and these would benefit from reconnaissance aircore/RAB drill testing where soil sampling may have been ineffective. In particular, the prospects SE of Carlow Castle close to the contact with the Andover Complex near Gabbro Hill (507,700E, 7698,300N) require ground inspection and possible RAB drill testing. This spatial distribution of the shears, together with the concentration of these workings within a relatively small area of about 3km by 2km, points to the possible presence of a large mineralised copper-gold system at depth. Recent economic discoveries of massive sulphides to the south west of Legends tenements by Titan Resources and Fox Resources at Radio Hill (Cu/Ni), Whundo (Zn/Cu), Mt Sholl, Ruth Well, Munni-Munni and Shepherds Well have enhanced the general prospectivity of the Carlow Castle project area, which shares some geological similarities with the abovementioned prospects .",True,231,235,the last ten years,"south west, Whundo","copper, gold, copper, gold, sulphides",,"chert, Gabbro",Andover Complex,,"discovered, prospects, prospects, possible, possible, presence of, prospectivity, prospects"
1902,a085941_c74_2004_2009a_10890700_15_old,a085941_c74_2004_2009a_10890700.json,85941,558,Annual,15,"potential, mineralisation","Likely strike parallel fault Likely strike parallel fault Dolerite Basalt Basalt and dolerite Chert - Black Shale Chert Ultramafic 50m wide Talc carbonate. Acra ultramafic Thin discontinuous ultramafic Narrow talc carbonate Chert Dolerite Dolerite Basalt Chert Dolerite Basalt Felsic volcaniclastic sediment Stratigraphic Lower (Structural hangingwall) Introduction Structure Stratigraphy The komatiite units and potential for nickel sulphide mineralisation Gossans and Ironstones from the Jubilee and Acra ultramafics Gold Regolith in the Jubilee Acra Kalpini area and its implications for exploration Conclusions The Acra Jubilee ultramafics occur to the south of a granite cored dome, but are not themselves folded around the dome. The ultramafics strike NW SE throughout its mapped strike length, although the geology is somewhat sinuous along strike.",False,13,17,,"Jubilee, Jubilee, Jubilee","nickel, sulphide, Gold",,"Dolerite, Basalt, Basalt, dolerite, Chert, Black Shale, Chert, Talc carbonate, talc carbonate, Chert, Dolerite, Dolerite, Basalt, Chert, Dolerite, Basalt, volcaniclastic sediment, komatiite, Gossans, Ironstones, Regolith, granite",,,"potential, mineralisation"
416,a076551_e08_1514_ar 2007_17165649_72,a076551_e08_1514_ar 2007_17165649.json,76551,82,Annual,72,broad,"Work by Red Hill Iron indicates that the area is prospective for base metal and uranium mineralisation within the metamorphic aureole and environs of the Boolaloo Granodiorite, and for skarn related gold base metal mineralisation in the down dip extensions of the Duck Creek Dolomite. PDF created with pdfFactory Pro trial version www.pdffactory.com Tertiary to Quaternary colluvial and alluvial deposits overlie about 70% of the area, forming broad valleys to the major Urandy and Duck Creek drainage systems, with mixed alluvial /colluvial plains, and piedmont deposits, forming aprons around areas of steeper topography. The Ashburton Formation dominates the geology of E08/1514. It is the uppermost formation is the Ashburton Formation, a turbidite sequence with submarine fans, minor pelagic facies, banded iron formation, and basal olistrostomes (Krapez (1999).",False,72,72,1999,,"Iron, gold","base metal, uranium, base metal, alluvial deposits","skarn, mixed, turbidite, banded iron formation","Boolaloo Granodiorite, Duck Creek Dolomite, Ashburton Formation, Ashburton Formation","Tertiary, Quaternary","prospective, mineralisation, mineralisation, broad"
1339,a105249_vr p39_4594-4595_4682_2014_6,a105249_vr p39_4594-4595_4682_2014.json,105249,9,Final Surrender,6,mineralisation,"Work done: Work completed over the term of the licences is summarised in Table 1 and Figure 1: Conclusion: A recent review of projects identified areas of known nickel laterite mineralisation and along strike extensions, and a mining lease was marked out and applied for over the area of interest. The remainder of the Irwin Hills tenure was identified as a low priority nickel laterite target with little likelihood of further exploration in the near future.",True,6,7,,Irwin,"nickel, nickel",,"laterite, laterite",,,"mineralisation, further exploration"
1324,a104420_ar_p24_4074_2014_9,a104420_ar_p24_4074_2014.json,104420,121,Annual,9,mineralisation,6 3.1 Location and Access . 8 4.3 Gold Mineralisation . 8 4.4 Nickel Mineralisation . 5 Figure 2: Location Map for P24/4074 showing Airborne Spectral Survey Boundaries . 7 Figure 3: Airborne Spectral Mapping Image for Scotia Tenure with Key Mineral Groups .,False,9,10,8 4.4,,"Gold, Nickel",,,,,
1979,a084596_vb_2009a_14667110_116_old,a084596_vb_2009a_14667110.json,84596,307,Annual,116,mineralisation,"Despite this, several historical and recent producers are hosted in other than mafic rocks. Substantial gold mineralisation potential therefore exists throughout regardless of host-rock type. Mineralisation styles vary from dominantly brittle-ductile to dominantly ductile from Paddington northwards to Menzies. Local exceptions to this trend reflect host rock type, structural setting and timing of mineralisation (eg. Late-stage deposits around Menzies are relatively brittle).",False,114,118,,"Paddington, Menzies, Menzies",gold,,"mafic rocks, host rock",,,"Substantial, mineralisation, potential, Mineralisation, mineralisation"
2037,a077724_combined annual report c5_2003 lake carey 032008_15470706_371_old,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,77724,419,Annual,371,mineralisation,"Downhole surveying employed an Eastman Single Shot camera at a rate of one survey approximately every 30m depth, and a minimum of two shots per hole for shallow drill holes. Drillhole collar details are as follows: A twenty four hole aircore drilling program for 1783m was completed in May 2007 over the Intrepid prospect targeting Sunset Dam style mineralisation at the intersection of major shears and BIF units within an intermediate volcanic and sedimentary rock package. This style of mineralisation would commonly consist of significant wall rock alteration, dominated by haematite and sulphides with associated quartz veining. Drilling results are detailed in Appendix 1.",False,369,373,"1783, May 2007",,"sulphides, quartz",,"BIF, sedimentary rock",,,"prospect, mineralisation, mineralisation, significant"
586,a080495_dunnsville_2008a_final_081219_12711995_3,a080495_dunnsville_2008a_final_081219_12711995.json,80495,101,Annual,3,"rises, rises","Occasional summer thunderstorms with associated showers are restricted to periods of major cyclone activity in the northern areas of Western Australia. The Frances Lesley area features low, undulating terrain with common areas of sheetwash and with an extensive, indurated to friable nodular calcrete horizon at 0.2-1m depth below surface. Elevated terrain and isolated, low rises are less common and the tops of some of these rises feature calcrete and moderatelyslightly weathered ultramafic (some spinifex-textured) subcrop. The Dunnsville Project is located on Credo and Mt Burges Pastoral leases approximately 60kms east north east of Kalgoorlie and 9kms north of the historic gold mining centre of Dunnsville, within the Dunsville (3036) 1:100,000 and the Kalgoorlie (SH51-09) 1:250,000 map sheets. Project tenements are predominantly located on CALM land.",False,3,3,summer,"Western Australia, Dunnsville, Kalgoorlie, Dunnsville, Kalgoorlie",gold,,"sheetwash, calcrete, calcrete",,,"extensive, rises, rises"
317,a074345_c16_2003vol1_2007a_wildara_12649250_31,a074345_c16_2003vol1_2007a_wildara_12649250.json,74345,188,Annual,31,mineralisation,"In June 2003 LionOre Australia Pty Ltd announced a proposal to merge with Dalrymple Resources, under the terms of the merger LionOre would gain 100% ownership of the Wildara Joint Venture project, which includes the Thunderbox gold mine and the Waterloo and Amorac nickel sulphide deposits. The merger was approved on 30th October 2003. Forrestania Gold NL, as manager of the Wildara Joint Venture, is exploring the tenements for gold and nickel sulphide mineralisation. The project comprises 30 granted tenements which cover a substantial area of deformed greenstones and granites. The eastern part of the project area contains greenstones which are considered to be the equivalent of those in the Mt.",False,31,32,"June 2003, 30th October 2003","Australia, Forrestania","gold, Gold, gold, nickel, sulphide",nickel sulphide deposits,"greenstones, granites, greenstones",,,"mineralisation, substantial"
2735,a077116_atr red hill iron - e08-1135_16161322_11_old,a077116_atr red hill iron - e08-1135_16161322.json,77116,18,Annual,11,broad,"A total of 31 RAB holes were drilled for 851 metres with hole depths averaging 27.45 metres. All holes were drilled to blade refusal. Holes generally intersected a broad sequence of Mt McGrath Formation comprising of shales, siltstones, greywackes, phyllites, minor conglomerate beds and chert intercalations. The majority of the hematitc shales were found to be moderately to strongly carbonaceous at depth. There were distinct zones of bleaching within the shale sequence that may preferentially be related to alteration within structural corridors.",False,9,13,,,,,"shales, siltstones, greywackes, phyllites, conglomerate, chert, shales, shale",Mt McGrath Formation,,broad
276,a073410_de_2006a_15311021_96,a073410_de_2006a_15311021.json,73410,122,Annual,96,"mineralisation, significant","Altona-Cosmopolitan: A significant number of old workings lie along the Altona trend, which strikes north-south and dips -50o to the east. It is parallel to similar structures at Cosmopolitan to the west and the Champion deposits to the northwest and all appear to be high angle reverse faults with steeply plunging ore shoots. All three deposits lie within a north to northeast trending corridor of mineralisation that defines the Kookynie mining centre and occur along structures of significant strike extent, up to 2.5km in the case of the Champion Trend. The magnetic interpretation suggests these three deposits and the Puzzle deposit may all lie within or along the contact of the same granite body although there is a significant degree of extrapolation under cover. The radiometric data indicates the granite is potassium rich and this may in part reflect an alteration phenomena (sericite/K fsp).",False,96,98,,Kookynie,sericite,,"granite, granite",,,"significant, mineralisation, significant, significant"
2627,a073934_crs_mtburaminya_e63_952_annual_2006_11586376_0_old,a073934_crs_mtburaminya_e63_952_annual_2006_11586376.json,73934,19,Annual,0,mineralisation,"In the 12 months from 5th October 2005 to 4th October 2006, no exploration field work targeting gold mineralisation has been completed. Activities completed include a full review of previous exploration, a literature review and geological prospectivity evaluation has been completed to develop proposed exploration programs No exploration field work targeting gold mineralisation has been completed during the report year.",False,0,2,"the 12 months, 5th October 2005 to, October 2006, the report year",,"gold, gold",,,,,"mineralisation, prospectivity, proposed, mineralisation"
54,a079257_full compilation of report_16797693_127,a079257_full compilation of report_16797693.json,79257,163,Annual,127,mineralisation,"It appears to have been discovered in the early 1950s, as a result of ground prospecting activities of United Uranium. It is not clear whether United Uraniums airborne radiometric survey of the area contributed to the discovery. No United Uranium report has been sighted by the present author, but a Rio Tinto Report of 1955 describes the mineralisation as being on fracture surfaces within, and adjacent to, coarse fault breccia zones which have been intruded by dolerite. The identified uranium mineralisation (mostly torbernite) is hosted by both granite and dolerite, as well as by the breccia clasts which include both Proterozoic sediment and granite. The fault breccia was interpreted to be part of the Dunham Fault (Denham Fault Zone).",False,127,127,"the early 1950s, 1955",Denham,torbernite,"Uranium, Uraniums, Uranium, uranium","fault breccia, dolerite, granite, dolerite, breccia, sediment, granite, fault breccia",,Proterozoic,"discovered, mineralisation, mineralisation"
2019,a077724_combined annual report c5_2003 lake carey 032008_15470706_215_old,a077724_combined annual report c5_2003 lake carey 032008_15470706.json,77724,419,Annual,215,mineralisation,"The program was designed to test the down plunge and strike projections of highgrade gold mineralization in the base of the old open pit and also intersected in hole BNRC007 drilled by Midas in November 2006. Mt Magnet Drilling were engaged as the drill contractors. Combined Annual Report C 5 / 2003 1/1/07 31/12/07 Page 39 BNDH001 was drilled 5m below BNRC007, to obtain detailed information about the mineralisation and host structures. BNDH001 showed a thinner high-grade zone, returning 41ppm Au from 117.56m. The intersection of the host altered shear in BNDH001 was 5.85m wide.",False,213,217,November 2006,,gold,,,,,"mineralization, mineralisation"
269,a073281_mtgibson_2006a_17209356_7,a073281_mtgibson_2006a_17209356.json,73281,113,Annual,7,"presence of, higher grade","However within the project area and along the western margin of the belt, the presence of metamorphic foliation and amphibolites indicates higher grade dynamic recrystallisation to middle-amphibolite facies.",True,7,7,,,,,"amphibolites, amphibolite",,,"presence of, higher grade"
1138,a096598_casey range project_c84_2012_annualreport_2012 (3)_18234455_263,a096598_casey range project_c84_2012_annualreport_2012 (3)_18234455.json,96598,370,Annual,263,significant,"A negative is Wopfners (2010) assertion that no coal beds were intersected oil well drilling along the Barbwire Terrace. This would be largely based on his experience with WMC during the drilling of Hoya 1, Calytrix 1, Percival 1 and Clianthus 1. They were all drilled in the Barbedwire Terrace by WMC and apart from the normal carbonaceous material associated with reduced sequences failed to detect any significant coal apart from a few cm of lignite in the Grant Fm (well below the Lightjack Fm). In addition the Barbwire Terrace has been eroded after the Permian and coal bearing beds may well have been removed. Further negatives are: the lack of coal reported from BMR Cornish No.1 which drilled through the overlying Condren Sandstone (51m) into 93 m of the Lightjack Fm (i.e.",False,263,263,2010,,,,"coal, coal, lignite, coal, coal",Condren Sandstone,Permian,significant
1146,a096910_annual report_p59-1904-2012_12637207_32,a096910_annual report_p59-1904-2012_12637207.json,96910,76,Annual,32,"delineating, anomalous","P59/1904 forms part of the Venus Yalgoo Project and is located approximately 33 kilometres southeast of the township of Yalgoo. Yalgoo is being explored by Venus primarily for iron ore and also for gold deposits. Work carried out on tenement P59/1904 during the reporting period mainly aimed at delineating BIF and gold anomalous areas. Previously conducted Aeromagnetic survey by Venus delineated a few target areas in the southern portion of the tenement. The prospecting work completed by VMC during the reporting period was soil sampling and geochemical assay analysis, mostly in the southern portion of the tenement.",False,32,34,,"Yalgoo, Yalgoo, Yalgoo",gold,"iron ore, gold deposits",BIF,,,"delineating, anomalous, delineated"
1910,a085941_c74_2004_2009a_10890700_232_old,a085941_c74_2004_2009a_10890700.json,85941,558,Annual,232,broad,"One high grade operational Nickel mine, the MPI-Black -Silver Swan Nickel Mine is located some 16 km SW of Gindalbie Station and 55km NE of Kalgoorlie. In 2002 the mines mineral resource was quoted at 170 000t @ 9.2% Ni with an additional 7.4mt of disseminated 0.8% Ni sulphides. The area lies north of the Lake Yindarlgooda saline lake system and has a subdued topography, with isolated low hills surrounded by broad areas of colluvium and sheetwash. Cyclonic rainfall from time to time fills the Lake Yindarlgooda and Penny Lake saline drainages making much of the area impassable and cutting off the Kalpini Road to traffic. January 2010 Pioneer Nickel",False,230,234,"2002, January 2010","Gindalbie, Kalgoorlie","Nickel, Nickel, sulphides, Nickel",,"colluvium, sheetwash",,,"high grade, broad"
1578,a078725_abydos_cmbned report_0708_16201230_5_old,a078725_abydos_cmbned report_0708_16201230.json,78725,237,Annual,5,extensive,"Figure 8 below is an example of the detail of the accretionary textures seen in botryoidal goethite. Initial macroscopic assessment indicated that approximately half of these samples are dominated by goethite-limonite, some plus apparent hematite, with perhaps another half composed of ferruginised cherty silica. The extensive opaque component means that information from transmitted light microscopy (thin section) would be limited (including any recognition of asbestos minerals, which would be largely camouflaged by the opaque oxide). Analytical procedures to provide the required information was therefore considered to be by polished-section mineragraphic assessment of minerals (as far as possible with such goethitic-limonitic material), also study of textures with an attempt to offer comment on genesis, together with photomicrographs. Secondly, for XRD to perhaps more specifically identify the iron oxide minerals, and any other mineralogy, and also to check for any asbestos minerals.",True,3,7,,genesis,"goethite, goethite, hematite, silica, asbestos, oxide, iron, oxide, asbestos",limonite,,,,"extensive, possible"
224,a072285_c67_2003_2006a_12640575_590,a072285_c67_2003_2006a_12640575.json,72285,738,Annual,590,significant,The resource will deliver U production at highest environmental and social standards. Acceptable to all consumer nations. Significant existing data and infrastructure (real past expenditure >A$25 M). Located only ~250 km by air from Kalgoorlie (320 km by road). Key Features of the Narnoo Project Many Growth Options 1.,False,590,590,,Kalgoorlie,,,,,,Significant
67,a080621_c15_2005_2009s_15031973_37,a080621_c15_2005_2009s_15031973.json,80621,71,Final Surrender,37,mineralisation,"The 2006 results from Coastal were disappointing with only one 2m drilled interval reporting above 50% Fe and two intervals above 40%. Drilling in 2007 included a total of twenty-three RC holes drilled within the four tenements included in this report (see plan pFe08_050). Results of this programme were discouraging, with no holes intercepting mineralisation, and only one 2m interval reporting an Fe assay result above 40% (see Appendix 1). Full details of methods of sample collection and rig specifications have been included in previous reports (Faragher, 2007; Heaslop, 2008). 6.1 RC Drilling .3 6.2 Interpretation of Drilling Results .3 6.3 Additional Exploration Activities .4",False,37,37,"2006, 2007, 2007, 2008",,,,,,,mineralisation
