event_id,filename,sentence_idx,sentence_text,n_trigger_words,trigger_words,event_text,ORE_DEPOSIT,ROCK,MINERAL,STRAT,LOCATION,TIMESCALE,event_label
a072171_2005 everlasting annual rpt_12941703_74,a072171_2005 everlasting annual rpt_12941703.json,74,"this structure may have been a feeder zone but at the time of gold deposition it was not a dilational area, and hence the lack of gold mineralisation.",1,['mineralisation'],"the other important feature in the daisy area is the north south trending mylonitic shear zone that appears to cut off the mineralisation at depth. this zone is up to 250 metres wide in plan and dipping 45 w. this zone contains extensive silicification, potassic alteration consisting mainly of biotite, quartz veining with minor sulphide species (pyrite) but little in the way of gold response. this structure may have been a feeder zone but at the time of gold deposition it was not a dilational area, and hence the lack of gold mineralisation. these rocks crop out on the agi tenements (p63 754) and consist of intercalated chloritic foliated mafic volcanic and orthoquartzite.",[],['orthoquartzite'],"['biotite', 'quartz', 'sulphide', 'pyrite', 'gold', 'gold', 'gold']",[],[],[],0
a072171_2005 everlasting annual rpt_12941703_78,a072171_2005 everlasting annual rpt_12941703.json,78,gold mineralisation the mineralisation in the gladstone area is typical of the thin gold bearing quartz veins hosted by mafic rocks found in the norseman field.,2,"['mineralisation', 'mineralisation']",this unit may perhaps be correlated with the abbotshall beds further to the north. 2005 everlasting technical report 8 8. gold mineralisation the mineralisation in the gladstone area is typical of the thin gold bearing quartz veins hosted by mafic rocks found in the norseman field. a large felsic body is found in the footwall of the mineralisation.,[],"['quartz veins', 'mafic rocks']","['gold', 'gold']",['abbotshall beds'],"['gladstone', 'norseman']",[],0
a072171_2005 everlasting annual rpt_12941703_79,a072171_2005 everlasting annual rpt_12941703.json,79,a large felsic body is found in the footwall of the mineralisation.,1,['mineralisation'],2005 everlasting technical report 8 8. gold mineralisation the mineralisation in the gladstone area is typical of the thin gold bearing quartz veins hosted by mafic rocks found in the norseman field. a large felsic body is found in the footwall of the mineralisation. the veins are striking virtually north south and dipping 300 400 west.,[],"['quartz veins', 'mafic rocks']","['gold', 'gold']",[],"['gladstone', 'norseman']",[],0
a072171_2005 everlasting annual rpt_12941703_85,a072171_2005 everlasting annual rpt_12941703.json,85,plotting the veins in long section shows an apparent plunge of the mineralisation of each vein.,1,['mineralisation'],"analysis by fire assay gives erratic results and will often undervalue a potentially economic intercept. three veins have been identified in the gladstone resource b, c, and d veins. plotting the veins in long section shows an apparent plunge of the mineralisation of each vein. b vein has an apparent plunge of 30 to the north, c vein has an apparent plunge of 10 to the north and d vein appears to be flat plunging in its southern extent and 45 in the northern part of the vein.",[],[],[],[],"['gladstone', 'long']",[],0
a072171_2005 everlasting annual rpt_12941703_88,a072171_2005 everlasting annual rpt_12941703.json,88,the gold mineralisation in the daisy everlasting area is a typical of the norseman style.,1,['mineralisation'],"b vein has an apparent plunge of 30 to the north, c vein has an apparent plunge of 10 to the north and d vein appears to be flat plunging in its southern extent and 45 in the northern part of the vein. it must be noted that these plunges are determined on limited drill intercepts. the gold mineralisation in the daisy everlasting area is a typical of the norseman style. gold is typical fine and bonanza grade values are associated with a sulphide assemblage consisting of a core of chalcopyrite that is rimmed by pyrite and then pyrrhotite.",[],[],"['gold', 'gold', 'sulphide', 'chalcopyrite', 'pyrite', 'pyrrhotite']",[],['norseman'],[],0
a072171_2005 everlasting annual rpt_12941703_92,a072171_2005 everlasting annual rpt_12941703.json,92,"previous exploration there has been some past prospecting activity in the everlasting area, but it has been limited in comparison with other parts of the norseman camp, perhaps because of the presence of an intermittent salt lake and extensive tertiary sediments and lake sediments which mask most of the favourable archaean rocks.",2,"['extensive', 'favourable']","the nature of the veins is also somewhat different to the rest of the field, being sigmoidal with substantial thickness. the alteration assemblage consists largely of biotite and possibly leucoxene (the latter has not been established). previous exploration there has been some past prospecting activity in the everlasting area, but it has been limited in comparison with other parts of the norseman camp, perhaps because of the presence of an intermittent salt lake and extensive tertiary sediments and lake sediments which mask most of the favourable archaean rocks. 1988 a junior company, great fingal, carried out a small scout drilling program over a part of the tenement block in 1988, reportedly drilling about 40 shallow percussion holes in the western and central part of the property.",[],"['sediments', 'sediments']","['biotite', 'leucoxene', 'salt']",[],['norseman'],"['tertiary', 'archaean']",0
a072171_2005 everlasting annual rpt_12941703_110,a072171_2005 everlasting annual rpt_12941703.json,110,"at daisy, a total of 27 holes were drilled for 997 metres to test a possible northern extension of the daisy mineralisation defined through the 1999 aircore drill program.",2,"['possible', 'mineralisation']","a single hole from this program was drilled to test for extensions of the high grade gold intersected from the 1999 program. a total of 34 holes for 1,051 metres were drilled on a 200 metre by 40 metre pattern on the north west side of lake cowan to hopefully intersect the extension of the gladstone north mineralised trend. at daisy, a total of 27 holes were drilled for 997 metres to test a possible northern extension of the daisy mineralisation defined through the 1999 aircore drill program. a total of 442 one metre samples were collected from the above drilling from composite sample results returning 100 ppb au or better.",[],[],['gold'],[],['gladstone'],[],0
a072171_2005 everlasting annual rpt_12941703_116,a072171_2005 everlasting annual rpt_12941703.json,116,the 2001 drill program was designed to close the drill pattern to a 40m by 20m spacing to aid in a better understanding of the mineralisation.,1,['mineralisation'],"2001 a total of 32 rc holes were drilled for 3,190m at gladstone north. previous drilling had defined 3 shallow west dipping quartz veins, (bcd), over a strike length of 320m on an 80m by 40m drill pattern. the 2001 drill program was designed to close the drill pattern to a 40m by 20m spacing to aid in a better understanding of the mineralisation. the program was also designed to test the possibility of a northern strike extension on the c & d veins.",[],['quartz veins'],[],[],['gladstone'],[],0
a072171_2005 everlasting annual rpt_12941703_119,a072171_2005 everlasting annual rpt_12941703.json,119,this program was designed to test the possible northerly strike extension of the recently discovered central norseman golds daisy deposit.,1,['possible'],"the program was also designed to test the possibility of a northern strike extension on the c & d veins. a total of 23 rc drillholes were drilled at daisy for 2,093m on a 160m by 20m pattern over a 900m strike length. this program was designed to test the possible northerly strike extension of the recently discovered central norseman golds daisy deposit. a further 4 rc holes for 89m was drilled to test the bedrock interface for geochemical response.",[],['bedrock'],['golds'],[],['norseman'],[],0
a072171_2005 everlasting annual rpt_12941703_132,a072171_2005 everlasting annual rpt_12941703.json,132,"a total of 19 rc holes were drilled for 1,874 metres as follow up work to the aircore anomalism.",1,['follow up work'],"a total of 119 aircore holes for 3,526 metres of drilling were completed during the reporting period. the holes were targeted at soil geochemical anomalism in the daisy trend, the everlasting trend and the gladstone area. a total of 19 rc holes were drilled for 1,874 metres as follow up work to the aircore anomalism. the areas targeted were the strike extension of the daisy mine and an anomaly between the historical everlasting workings and the gladstone deposit.",[],[],[],[],"['gladstone', 'gladstone']",[],0
a072171_2005 everlasting annual rpt_12941703_136,a072171_2005 everlasting annual rpt_12941703.json,136,2003 a total of 6 rc drillholes for 610m was drilled at the northern extension of the gladstone north mineralisation.,1,['mineralisation'],a total of 2 diamond holes were completed for a total of 180.5 metres of drilling on the gladstone prospect. the diamond holes targeted the northern extension of the gladstone north d vein. 2003 a total of 6 rc drillholes for 610m was drilled at the northern extension of the gladstone north mineralisation. these drillholes were designed to test the continuity and confirm the tenor of mineralisation of previous drilled holes.,[],[],"['diamond', 'diamond']",[],"['gladstone', 'gladstone', 'gladstone']",[],0
a072171_2005 everlasting annual rpt_12941703_137,a072171_2005 everlasting annual rpt_12941703.json,137,these drillholes were designed to test the continuity and confirm the tenor of mineralisation of previous drilled holes.,1,['mineralisation'],the diamond holes targeted the northern extension of the gladstone north d vein. 2003 a total of 6 rc drillholes for 610m was drilled at the northern extension of the gladstone north mineralisation. these drillholes were designed to test the continuity and confirm the tenor of mineralisation of previous drilled holes. the most significant results from the program and tabulated below.,[],[],['diamond'],[],"['gladstone', 'gladstone']",[],0
a072171_2005 everlasting annual rpt_12941703_141,a072171_2005 everlasting annual rpt_12941703.json,141,exploration work completed during 2005 agi completed two independent assessments of the property during 2005 to understand the potential of the property (appendix 1 & 2).,1,['potential'],"the results show that the vein is not significantly mineralised and does not support previous intercepts of plus 5g t au. work completed included the surveying of all the 2001, 2002 and 2003 drillhole collars and rehabilitation of all drillsites. exploration work completed during 2005 agi completed two independent assessments of the property during 2005 to understand the potential of the property (appendix 1 & 2). 2005 everlasting technical report 10 2005 everlasting technical report 11 11.",[],[],[],[],[],[],0
a072171_2005 everlasting annual rpt_12941703_143,a072171_2005 everlasting annual rpt_12941703.json,143,exploration potential and recommendations kinross recommended follow up work on the aircore anomalies located on the southern tenement boundary of p63 752.,2,"['potential', 'follow up work']",exploration work completed during 2005 agi completed two independent assessments of the property during 2005 to understand the potential of the property (appendix 1 & 2). 2005 everlasting technical report 10 2005 everlasting technical report 11 11. exploration potential and recommendations kinross recommended follow up work on the aircore anomalies located on the southern tenement boundary of p63 752. it is recommended to test the aircore anomalies (> 5g t au) and drill test the strike potential to the southern shore of lake cowan (approximately 100m).,[],[],[],[],[],[],0
a072171_2005 everlasting annual rpt_12941703_144,a072171_2005 everlasting annual rpt_12941703.json,144,it is recommended to test the aircore anomalies (> 5g t au) and drill test the strike potential to the southern shore of lake cowan (approximately 100m).,1,['potential'],"2005 everlasting technical report 10 2005 everlasting technical report 11 11. exploration potential and recommendations kinross recommended follow up work on the aircore anomalies located on the southern tenement boundary of p63 752. it is recommended to test the aircore anomalies (> 5g t au) and drill test the strike potential to the southern shore of lake cowan (approximately 100m). references butler, b.w., 2001, everlasting project.",[],[],[],[],[],[],0
a072171_2005 everlasting annual rpt_12941703_166,a072171_2005 everlasting annual rpt_12941703.json,166,these projects are in various stages of exploration or exploitation ranging from encouraging results from surface and sub surface sampling to containing indicated and inferred resources.,1,['encouraging'],"this report has been prepared by am&a strictly in the role of an independent expert. agi holds a 100% interest in the two exploration properties at broads dam and the norseman area, described below. these projects are in various stages of exploration or exploitation ranging from encouraging results from surface and sub surface sampling to containing indicated and inferred resources. both projects have potential to host their target commodities as described hereunder and warrant additional exploration.",[],[],[],[],['norseman'],[],0
a072171_2005 everlasting annual rpt_12941703_167,a072171_2005 everlasting annual rpt_12941703.json,167,both projects have potential to host their target commodities as described hereunder and warrant additional exploration.,1,['potential'],"agi holds a 100% interest in the two exploration properties at broads dam and the norseman area, described below. these projects are in various stages of exploration or exploitation ranging from encouraging results from surface and sub surface sampling to containing indicated and inferred resources. both projects have potential to host their target commodities as described hereunder and warrant additional exploration. in the course of the preparation of this report, access has been provided to all relevant data held agi.",[],[],[],[],['norseman'],[],0
a072171_2005 everlasting annual rpt_12941703_180,a072171_2005 everlasting annual rpt_12941703.json,180,"kinross considered the norseman project a potential 100,000oz per annum heap leach operation with a 7 10 year mine life, however this scenario proved too optimistic.",1,['potential'],"2.0 summary agi purchased the tenement package from kinross australia pty ltd (kga), a wholly owned subsidiary of the major canadian gold mining company, kinross gold corporation (kgc) in 2005. kga was formed in 1998 and acquired both the norseman and broads dam projects in western australia from the administrators of australasian gold mines (fig 1). kinross considered the norseman project a potential 100,000oz per annum heap leach operation with a 7 10 year mine life, however this scenario proved too optimistic. the norseman project has 124.8km 2 of prospective tenements (appendix 1) in the norseman greenstone belt containing 1.4moz while broads dam has 27km 2 of prospective tenements along the zuleika shear zone that also hosts the kundana operations to the south near coolgardie.",[],[],"['gold', 'gold', 'gold']",['greenstone belt'],"['australia', 'norseman', 'western australia', 'norseman', 'norseman', 'norseman', 'kundana', 'coolgardie']",[],0
a072171_2005 everlasting annual rpt_12941703_182,a072171_2005 everlasting annual rpt_12941703.json,182,kga commissioned kappes cassidy to conduct extensive heap leach laboratory studies that produced poor recoveries due to sulphide and pyrrhotite consuming cyanide and oxygen.,1,['extensive'],"kinross considered the norseman project a potential 100,000oz per annum heap leach operation with a 7 10 year mine life, however this scenario proved too optimistic. the norseman project has 124.8km 2 of prospective tenements (appendix 1) in the norseman greenstone belt containing 1.4moz while broads dam has 27km 2 of prospective tenements along the zuleika shear zone that also hosts the kundana operations to the south near coolgardie. kga commissioned kappes cassidy to conduct extensive heap leach laboratory studies that produced poor recoveries due to sulphide and pyrrhotite consuming cyanide and oxygen. focus shifted to cil test work that indicated gold recoveries of 85% could be obtained from the sulphide ore however in house scoping studies indicated the project was uneconomic at us$300 oz gold price.",[],[],"['sulphide', 'pyrrhotite', 'gold', 'sulphide', 'gold']",['greenstone belt'],"['norseman', 'norseman', 'norseman', 'kundana', 'coolgardie']",[],0
a072171_2005 everlasting annual rpt_12941703_188,a072171_2005 everlasting annual rpt_12941703.json,188,independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 6 of 27 during 2003 metallurgical testwork focussed on surface to 50m deep mineralisation likely to be processed through a cil plant for the mt henry and selene deposits.,1,['mineralisation'],"during 2001 modelling using kriging estimation methods and a 1.0g t au lower cut off for the deposits estimated a global resource of 1,338,000oz at 1.82g t. in 2002 snowdens completed a scoping study that showed a 1.8mtpa (4,932tpd) cil operation at an a$550 oz gold price would generate a cash flow of a$20m that would not pay back the original capital investment required to establish the infrastructure. independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 6 of 27 during 2003 metallurgical testwork focussed on surface to 50m deep mineralisation likely to be processed through a cil plant for the mt henry and selene deposits. this study showed that the mt henry oxide gave good gold recoveries of 95% and low processing costs.",[],[],"['gold', 'gold', 'oxide', 'gold']",[],[],[],0
a072171_2005 everlasting annual rpt_12941703_192,a072171_2005 everlasting annual rpt_12941703.json,192,"a subsequent review of a 0.6mtpa operation identified 140,824 ounces of gold with an a$25m undiscounted cash flow; additional exploration for an additional 100,000 ounce of open pittable resources would possible secure the optimisation.",1,['possible'],"mining costs were reduced for this zone and optimisations were run with the new data at a$550 oz. the optimisations showed that a 1mtpa (2,740tpd) cil operation could produce 184,563 ounces of gold for a barely breakeven undiscounted cash flow of $29.2m over a two year mine life. a subsequent review of a 0.6mtpa operation identified 140,824 ounces of gold with an a$25m undiscounted cash flow; additional exploration for an additional 100,000 ounce of open pittable resources would possible secure the optimisation. modelling of the abbotshall sulphide below the two oxide open cuts in 2004 identified 29,785 ounces of gold averaging 2.31g t.",[],[],"['gold', 'gold', 'sulphide', 'oxide', 'gold']",[],[],[],0
a072171_2005 everlasting annual rpt_12941703_196,a072171_2005 everlasting annual rpt_12941703.json,196,"the exploration potential is excellent with targets such as the southern extension of north scotia and the gladstone deposit at everlasting, however additional soil sampling is recommended to identify new anomalies.",1,['potential'],"previous owners suggested the sulphide to be of a refractory nature however results of recent metallurgical test work on the sulphide have not been seen. the norseman project still requires delineation of additional high grade ounces to reduce the sensitivity to gold price and make the project viable for mining. the exploration potential is excellent with targets such as the southern extension of north scotia and the gladstone deposit at everlasting, however additional soil sampling is recommended to identify new anomalies. there is potential for a project capable of producing 50,000oz pa over a life of 5 7 years.",[],[],"['sulphide', 'sulphide', 'gold']",[],"['norseman', 'gladstone']",[],0
a072171_2005 everlasting annual rpt_12941703_197,a072171_2005 everlasting annual rpt_12941703.json,197,"there is potential for a project capable of producing 50,000oz pa over a life of 5 7 years.",1,['potential'],"the norseman project still requires delineation of additional high grade ounces to reduce the sensitivity to gold price and make the project viable for mining. the exploration potential is excellent with targets such as the southern extension of north scotia and the gladstone deposit at everlasting, however additional soil sampling is recommended to identify new anomalies. there is potential for a project capable of producing 50,000oz pa over a life of 5 7 years. at broads dam an mmi soil sampling programme is recommended to generate new anomalies for subsequent drill testing.",[],[],['gold'],[],"['norseman', 'gladstone']",[],0
a072171_2005 everlasting annual rpt_12941703_220,a072171_2005 everlasting annual rpt_12941703.json,220,"without proven ore reserves it is not possible to place a singular dollar value on any mining tenement or mineral right; however, with due regard to the guidelines for assessment and valuation of mineral assets and mineral securities as adopted by the ausimm mineral valuation committee on 17 february 1995 the valmin code (updated 2004) we have derived the estimates listed below for the current technical value of the mineral exploration properties as described.",1,['possible'],"the terms of a proposed joint venture agreement may be used to provide a market value based upon the amount an incoming partner is prepared to spend to earn an interest in part or all of the property. this pre supposes some form of subjectivity on the part of the incoming party when grass roots properties are involved. without proven ore reserves it is not possible to place a singular dollar value on any mining tenement or mineral right; however, with due regard to the guidelines for assessment and valuation of mineral assets and mineral securities as adopted by the ausimm mineral valuation committee on 17 february 1995 the valmin code (updated 2004) we have derived the estimates listed below for the current technical value of the mineral exploration properties as described. the following asic publications have also been duly referred to and considered in relation to the valuation procedure: practice note 42 on independence of experts reports which is read in conjunction with practice note 43 (valuation report and profit forecasts), policy statement 74 (acquisitions agreed to by shareholders) and policy statement 75 (independent expert reports to shareholders).",[],[],['dollar'],[],[],[],0
a072171_2005 everlasting annual rpt_12941703_222,a072171_2005 everlasting annual rpt_12941703.json,222,the subjective nature of the valuation task is kept as objective as possible by the application of the guideline criteria of a fair value.,1,['possible'],"without proven ore reserves it is not possible to place a singular dollar value on any mining tenement or mineral right; however, with due regard to the guidelines for assessment and valuation of mineral assets and mineral securities as adopted by the ausimm mineral valuation committee on 17 february 1995 the valmin code (updated 2004) we have derived the estimates listed below for the current technical value of the mineral exploration properties as described. the following asic publications have also been duly referred to and considered in relation to the valuation procedure: practice note 42 on independence of experts reports which is read in conjunction with practice note 43 (valuation report and profit forecasts), policy statement 74 (acquisitions agreed to by shareholders) and policy statement 75 (independent expert reports to shareholders). the subjective nature of the valuation task is kept as objective as possible by the application of the guideline criteria of a fair value. this is a value that an informed, willing, but not anxious, arms length purchaser will pay for a mining (or independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 19 of 27 other) property in a transaction devoid of forced sale circumstances.",[],[],"['dollar', 'gold']",[],[],[],0
a072171_2005 everlasting annual rpt_12941703_244,a072171_2005 everlasting annual rpt_12941703.json,244,the most important structures in terms of mineralisation are north northwest trending lineaments.,1,['mineralisation'],"the area is dominated by a series of northwest; north northwest, northeast; and northsouth structures. these are clearly visible on both the ground and aerial magnetic data sets. the most important structures in terms of mineralisation are north northwest trending lineaments. these structures parallel the princess royal fault that is a major structure in the norseman goldfield.",[],[],[],[],"['princess royal', 'norseman']",[],0
a072171_2005 everlasting annual rpt_12941703_254,a072171_2005 everlasting annual rpt_12941703.json,254,independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 10 of 27 several phases of geochemical sampling at various broad sample spacings have been undertaken.,1,['broad'],"regolith in the area is varied and most reports indicate that additional mapping is required to better identify areas of wind blown sand, loamy sand, silcrete, lacustrine sediments and saprolite. the outcrops of fresh rock are adequately recorded. independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 10 of 27 several phases of geochemical sampling at various broad sample spacings have been undertaken. most reports state that the sampled medium and analytical methodology is inadequate and it is recommended that a new mmi survey be undertaken to obtain even coverage over all the tenements.",[],"['regolith', 'blown sand', 'sand', 'silcrete', 'lacustrine sediments', 'saprolite']",['gold'],[],[],[],0
a072171_2005 everlasting annual rpt_12941703_259,a072171_2005 everlasting annual rpt_12941703.json,259,"norseman area weathering parameters prospect ox sulp m water table m tertiary cover everlasting 45 2 yes abbotshall 40 30 no mt henry n 30 30 no mt henry s 20 30 no selene 1 2 no n scotia 1 20 no 7.0 styles of mineralisation there are three styles of gold mineralisation recognised within the norseman project, namely auriferous quartz veins, bif hosted and supergene gold mineralisation.",3,"['mineralisation', 'mineralisation', 'mineralisation']","norseman prospect geology prospect w e cover strike dip lineament min. in exposed areas of outcrop, erosion has stripped away much of the laterite residuum, and independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 11 of 27 the depth of weathering can be as little as five metres, the average being in the range of 30 to 50 metres. norseman area weathering parameters prospect ox sulp m water table m tertiary cover everlasting 45 2 yes abbotshall 40 30 no mt henry n 30 30 no mt henry s 20 30 no selene 1 2 no n scotia 1 20 no 7.0 styles of mineralisation there are three styles of gold mineralisation recognised within the norseman project, namely auriferous quartz veins, bif hosted and supergene gold mineralisation. total gold production from the norseman mining district to june 2000 amounts to about 5.5 million ounces with most production mined from narrow north south striking, east dipping quartz veins within the lower units of the woolyeenyer formation.",[],"['laterite', 'quartz veins', 'bif', 'quartz veins']","['gold', 'gold', 'gold', 'gold']",['woolyeenyer formation'],"['norseman', 'norseman', 'norseman', 'norseman']",['tertiary'],0
a072171_2005 everlasting annual rpt_12941703_261,a072171_2005 everlasting annual rpt_12941703.json,261,"in recent times, an increasing contribution has come from east west striking, south dipping quartz veins and from new discoveries in favourable structural settings elsewhere in the sequence.",1,['favourable'],"norseman area weathering parameters prospect ox sulp m water table m tertiary cover everlasting 45 2 yes abbotshall 40 30 no mt henry n 30 30 no mt henry s 20 30 no selene 1 2 no n scotia 1 20 no 7.0 styles of mineralisation there are three styles of gold mineralisation recognised within the norseman project, namely auriferous quartz veins, bif hosted and supergene gold mineralisation. total gold production from the norseman mining district to june 2000 amounts to about 5.5 million ounces with most production mined from narrow north south striking, east dipping quartz veins within the lower units of the woolyeenyer formation. in recent times, an increasing contribution has come from east west striking, south dipping quartz veins and from new discoveries in favourable structural settings elsewhere in the sequence. the quartz lodes are preferentially developed in dolerites in dilational zones, formed by the re activation of earlier structures by the d3 phase of nnw shearing.",['lodes'],"['quartz veins', 'bif', 'quartz veins', 'quartz veins', 'dolerites']","['gold', 'gold', 'gold', 'quartz']",['woolyeenyer formation'],"['norseman', 'norseman', 'norseman']",['tertiary'],0
