event_id,filename,sentence_idx,sentence_text,n_trigger_words,trigger_words_in_sentence,trigger_words_in_event,event_text,ORE_DEPOSIT,ROCK,MINERAL,STRAT,LOCATION,TIMESCALE,event_label,reviewed,Near Miss Event,Key trigger phrase
a072171_2005 everlasting annual rpt_12941703_110,a072171_2005 everlasting annual rpt_12941703.json,110,"at daisy, a total of 27 holes were drilled for 997 metres to test a possible northern extension of the daisy mineralisation defined through the 1999 aircore drill program.",2,"['possible', 'mineralisation']","['possible', 'mineralisation']","at gladstone north, 8 holes for 319 metres were drilled to infill anomalous 1999 aircore drilling for a better definition of the mineralised trend. a single hole from this program was drilled to test for extensions of the high grade gold intersected from the 1999 program. a total of 34 holes for 1,051 metres were drilled on a 200 metre by 40 metre pattern on the north west side of lake cowan to hopefully intersect the extension of the gladstone north mineralised trend. at daisy, a total of 27 holes were drilled for 997 metres to test a possible northern extension of the daisy mineralisation defined through the 1999 aircore drill program. a total of 442 one metre samples were collected from the above drilling from composite sample results returning 100 ppb au or better. the 1:1000 scale mapping completed in 1999 was interpreted at 1:5000 scale and captured electronically into mapinfo format.",[],[],['gold'],[],"['gladstone', 'gladstone']",[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_116,a072171_2005 everlasting annual rpt_12941703.json,116,the 2001 drill program was designed to close the drill pattern to a 40m by 20m spacing to aid in a better understanding of the mineralisation.,1,['mineralisation'],['mineralisation'],"two rockchip samples were collected at daisy. 2001 a total of 32 rc holes were drilled for 3,190m at gladstone north. previous drilling had defined 3 shallow west dipping quartz veins, (bcd), over a strike length of 320m on an 80m by 40m drill pattern. the 2001 drill program was designed to close the drill pattern to a 40m by 20m spacing to aid in a better understanding of the mineralisation. the program was also designed to test the possibility of a northern strike extension on the c & d veins. a total of 23 rc drillholes were drilled at daisy for 2,093m on a 160m by 20m pattern over a 900m strike length.",[],['quartz veins'],[],[],['gladstone'],[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_132,a072171_2005 everlasting annual rpt_12941703.json,132,"a total of 19 rc holes were drilled for 1,874 metres as follow up work to the aircore anomalism.",1,['follow up work'],['follow up work'],"the digital image has aided in interpretation of surface regolith conditions, geochemistry and planning. a total of 119 aircore holes for 3,526 metres of drilling were completed during the reporting period. the holes were targeted at soil geochemical anomalism in the daisy trend, the everlasting trend and the gladstone area. a total of 19 rc holes were drilled for 1,874 metres as follow up work to the aircore anomalism. the areas targeted were the strike extension of the daisy mine and an anomaly between the historical everlasting workings and the gladstone deposit. a total of 2 diamond holes were completed for a total of 180.5 metres of drilling on the gladstone prospect.",[],['regolith'],['diamond'],[],"['gladstone', 'gladstone', 'gladstone']",[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_136,a072171_2005 everlasting annual rpt_12941703.json,136,2003 a total of 6 rc drillholes for 610m was drilled at the northern extension of the gladstone north mineralisation.,1,['mineralisation'],"['mineralisation', 'mineralisation']",the areas targeted were the strike extension of the daisy mine and an anomaly between the historical everlasting workings and the gladstone deposit. a total of 2 diamond holes were completed for a total of 180.5 metres of drilling on the gladstone prospect. the diamond holes targeted the northern extension of the gladstone north d vein. 2003 a total of 6 rc drillholes for 610m was drilled at the northern extension of the gladstone north mineralisation. these drillholes were designed to test the continuity and confirm the tenor of mineralisation of previous drilled holes. the most significant results from the program and tabulated below.,[],[],"['diamond', 'diamond']",[],"['gladstone', 'gladstone', 'gladstone', 'gladstone']",[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_141,a072171_2005 everlasting annual rpt_12941703.json,141,exploration work completed during 2005 agi completed two independent assessments of the property during 2005 to understand the potential of the property (appendix 1 & 2).,1,['potential'],"['potential', 'potential', 'follow up work']","the most significant results from the program and tabulated below. the results show that the vein is not significantly mineralised and does not support previous intercepts of plus 5g t au. work completed included the surveying of all the 2001, 2002 and 2003 drillhole collars and rehabilitation of all drillsites. exploration work completed during 2005 agi completed two independent assessments of the property during 2005 to understand the potential of the property (appendix 1 & 2). 2005 everlasting technical report 10 2005 everlasting technical report 11 11. exploration potential and recommendations kinross recommended follow up work on the aircore anomalies located on the southern tenement boundary of p63 752.",[],[],[],[],[],[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_166,a072171_2005 everlasting annual rpt_12941703.json,166,these projects are in various stages of exploration or exploitation ranging from encouraging results from surface and sub surface sampling to containing indicated and inferred resources.,1,['encouraging'],"['encouraging', 'potential']","neither am&a nor any of its directors, employees or associates have any material interest either direct, indirect or contingent in agi nor in any of the mineral properties included in this report nor in any other asset of agi nor has such interest existed in the past. this report has been prepared by am&a strictly in the role of an independent expert. agi holds a 100% interest in the two exploration properties at broads dam and the norseman area, described below. these projects are in various stages of exploration or exploitation ranging from encouraging results from surface and sub surface sampling to containing indicated and inferred resources. both projects have potential to host their target commodities as described hereunder and warrant additional exploration. in the course of the preparation of this report, access has been provided to all relevant data held agi.",[],[],[],[],['norseman'],[],0,True,True,encouraging results from
a072171_2005 everlasting annual rpt_12941703_180,a072171_2005 everlasting annual rpt_12941703.json,180,"kinross considered the norseman project a potential 100,000oz per annum heap leach operation with a 7 10 year mine life, however this scenario proved too optimistic.",1,['potential'],"['potential', 'extensive']","it should be noted that the proposed programmes may be subject to change according to results yielded as work is carried out. 2.0 summary agi purchased the tenement package from kinross australia pty ltd (kga), a wholly owned subsidiary of the major canadian gold mining company, kinross gold corporation (kgc) in 2005. kga was formed in 1998 and acquired both the norseman and broads dam projects in western australia from the administrators of australasian gold mines (fig 1). kinross considered the norseman project a potential 100,000oz per annum heap leach operation with a 7 10 year mine life, however this scenario proved too optimistic. the norseman project has 124.8km 2 of prospective tenements (appendix 1) in the norseman greenstone belt containing 1.4moz while broads dam has 27km 2 of prospective tenements along the zuleika shear zone that also hosts the kundana operations to the south near coolgardie. kga commissioned kappes cassidy to conduct extensive heap leach laboratory studies that produced poor recoveries due to sulphide and pyrrhotite consuming cyanide and oxygen.",[],[],"['gold', 'gold', 'gold', 'sulphide', 'pyrrhotite']",['greenstone belt'],"['australia', 'norseman', 'western australia', 'norseman', 'norseman', 'norseman', 'kundana', 'coolgardie']",[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_188,a072171_2005 everlasting annual rpt_12941703.json,188,independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 6 of 27 during 2003 metallurgical testwork focussed on surface to 50m deep mineralisation likely to be processed through a cil plant for the mt henry and selene deposits.,1,['mineralisation'],['mineralisation'],"a small drill program targeted geochemical anomalies west of the selene deposit and identified the north scotia deposit intersecting auriferous quartz veins approximately one metre in width with up to one ounce of gold tonne (fig 2). during 2001 modelling using kriging estimation methods and a 1.0g t au lower cut off for the deposits estimated a global resource of 1,338,000oz at 1.82g t. in 2002 snowdens completed a scoping study that showed a 1.8mtpa (4,932tpd) cil operation at an a$550 oz gold price would generate a cash flow of a$20m that would not pay back the original capital investment required to establish the infrastructure. independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 6 of 27 during 2003 metallurgical testwork focussed on surface to 50m deep mineralisation likely to be processed through a cil plant for the mt henry and selene deposits. this study showed that the mt henry oxide gave good gold recoveries of 95% and low processing costs. mining costs were reduced for this zone and optimisations were run with the new data at a$550 oz.",[],['quartz veins'],"['gold', 'gold', 'gold', 'oxide', 'gold']",[],[],[],0,True,True,
a072171_2005 everlasting annual rpt_12941703_192,a072171_2005 everlasting annual rpt_12941703.json,192,"a subsequent review of a 0.6mtpa operation identified 140,824 ounces of gold with an a$25m undiscounted cash flow; additional exploration for an additional 100,000 ounce of open pittable resources would possible secure the optimisation.",1,['possible'],['possible'],"this study showed that the mt henry oxide gave good gold recoveries of 95% and low processing costs. mining costs were reduced for this zone and optimisations were run with the new data at a$550 oz. the optimisations showed that a 1mtpa (2,740tpd) cil operation could produce 184,563 ounces of gold for a barely breakeven undiscounted cash flow of $29.2m over a two year mine life. a subsequent review of a 0.6mtpa operation identified 140,824 ounces of gold with an a$25m undiscounted cash flow; additional exploration for an additional 100,000 ounce of open pittable resources would possible secure the optimisation. modelling of the abbotshall sulphide below the two oxide open cuts in 2004 identified 29,785 ounces of gold averaging 2.31g t. previous owners suggested the sulphide to be of a refractory nature however results of recent metallurgical test work on the sulphide have not been seen.",[],[],"['oxide', 'gold', 'gold', 'gold', 'sulphide', 'oxide', 'gold', 'sulphide', 'sulphide']",[],[],[],0,True,True,secure the optimisation
a072171_2005 everlasting annual rpt_12941703_196,a072171_2005 everlasting annual rpt_12941703.json,196,"the exploration potential is excellent with targets such as the southern extension of north scotia and the gladstone deposit at everlasting, however additional soil sampling is recommended to identify new anomalies.",1,['potential'],"['potential', 'potential']","modelling of the abbotshall sulphide below the two oxide open cuts in 2004 identified 29,785 ounces of gold averaging 2.31g t. previous owners suggested the sulphide to be of a refractory nature however results of recent metallurgical test work on the sulphide have not been seen. the norseman project still requires delineation of additional high grade ounces to reduce the sensitivity to gold price and make the project viable for mining. the exploration potential is excellent with targets such as the southern extension of north scotia and the gladstone deposit at everlasting, however additional soil sampling is recommended to identify new anomalies. there is potential for a project capable of producing 50,000oz pa over a life of 5 7 years. at broads dam an mmi soil sampling programme is recommended to generate new anomalies for subsequent drill testing.",[],[],"['sulphide', 'oxide', 'gold', 'sulphide', 'sulphide', 'gold']",[],"['norseman', 'gladstone']",[],0,True,True,the exploration potential is excellent
a072171_2005 everlasting annual rpt_12941703_220,a072171_2005 everlasting annual rpt_12941703.json,220,"without proven ore reserves it is not possible to place a singular dollar value on any mining tenement or mineral right; however, with due regard to the guidelines for assessment and valuation of mineral assets and mineral securities as adopted by the ausimm mineral valuation committee on 17 february 1995 the valmin code (updated 2004) we have derived the estimates listed below for the current technical value of the mineral exploration properties as described.",1,['possible'],"['possible', 'possible']","the most readily accepted method of this type is the modified kilburn geological engineering geoscience method which applies incremental, fractional or integer ratings to a base acquisition cost (bac) with respect to various prospectivity factors to derive a value. the terms of a proposed joint venture agreement may be used to provide a market value based upon the amount an incoming partner is prepared to spend to earn an interest in part or all of the property. this pre supposes some form of subjectivity on the part of the incoming party when grass roots properties are involved. without proven ore reserves it is not possible to place a singular dollar value on any mining tenement or mineral right; however, with due regard to the guidelines for assessment and valuation of mineral assets and mineral securities as adopted by the ausimm mineral valuation committee on 17 february 1995 the valmin code (updated 2004) we have derived the estimates listed below for the current technical value of the mineral exploration properties as described. the following asic publications have also been duly referred to and considered in relation to the valuation procedure: practice note 42 on independence of experts reports which is read in conjunction with practice note 43 (valuation report and profit forecasts), policy statement 74 (acquisitions agreed to by shareholders) and policy statement 75 (independent expert reports to shareholders). the subjective nature of the valuation task is kept as objective as possible by the application of the guideline criteria of a fair value.",[],[],['dollar'],[],[],[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_244,a072171_2005 everlasting annual rpt_12941703.json,244,the most important structures in terms of mineralisation are north northwest trending lineaments.,1,['mineralisation'],['mineralisation'],"the contact between the noganyer and the underlying penneshaw formation is a structural discontinuity marked by shearing and alteration. the area is dominated by a series of northwest; north northwest, northeast; and northsouth structures. these are clearly visible on both the ground and aerial magnetic data sets. the most important structures in terms of mineralisation are north northwest trending lineaments. these structures parallel the princess royal fault that is a major structure in the norseman goldfield. this structure is interpreted to be one of the major controls on the north royal mine which produced nearly 2 million ounces of gold at bonanza grades.",[],[],['gold'],['penneshaw formation'],"['princess royal', 'norseman', 'north royal']",[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_254,a072171_2005 everlasting annual rpt_12941703.json,254,independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 10 of 27 several phases of geochemical sampling at various broad sample spacings have been undertaken.,1,['broad'],['broad'],"quaternary silt and sand sporadically occurs throughout the area. regolith in the area is varied and most reports indicate that additional mapping is required to better identify areas of wind blown sand, loamy sand, silcrete, lacustrine sediments and saprolite. the outcrops of fresh rock are adequately recorded. independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 10 of 27 several phases of geochemical sampling at various broad sample spacings have been undertaken. most reports state that the sampled medium and analytical methodology is inadequate and it is recommended that a new mmi survey be undertaken to obtain even coverage over all the tenements. there are detailed descriptions of deposit scale geology by kga and the major points have been summarised into the table below.",[],"['silt', 'sand', 'regolith', 'blown sand', 'sand', 'silcrete', 'lacustrine sediments', 'saprolite']",['gold'],[],[],['quaternary'],0,True,False,
a072171_2005 everlasting annual rpt_12941703_259,a072171_2005 everlasting annual rpt_12941703.json,259,"norseman area weathering parameters prospect ox sulp m water table m tertiary cover everlasting 45 2 yes abbotshall 40 30 no mt henry n 30 30 no mt henry s 20 30 no selene 1 2 no n scotia 1 20 no 7.0 styles of mineralisation there are three styles of gold mineralisation recognised within the norseman project, namely auriferous quartz veins, bif hosted and supergene gold mineralisation.",3,"['mineralisation', 'mineralisation', 'mineralisation']","['mineralisation', 'mineralisation', 'mineralisation', 'favourable']","there are detailed descriptions of deposit scale geology by kga and the major points have been summarised into the table below. norseman prospect geology prospect w e cover strike dip lineament min. in exposed areas of outcrop, erosion has stripped away much of the laterite residuum, and independent geological report kinross properties for agi draft _ australian gold investments independent appraisal page 11 of 27 the depth of weathering can be as little as five metres, the average being in the range of 30 to 50 metres. norseman area weathering parameters prospect ox sulp m water table m tertiary cover everlasting 45 2 yes abbotshall 40 30 no mt henry n 30 30 no mt henry s 20 30 no selene 1 2 no n scotia 1 20 no 7.0 styles of mineralisation there are three styles of gold mineralisation recognised within the norseman project, namely auriferous quartz veins, bif hosted and supergene gold mineralisation. total gold production from the norseman mining district to june 2000 amounts to about 5.5 million ounces with most production mined from narrow north south striking, east dipping quartz veins within the lower units of the woolyeenyer formation. in recent times, an increasing contribution has come from east west striking, south dipping quartz veins and from new discoveries in favourable structural settings elsewhere in the sequence.",[],"['laterite', 'quartz veins', 'bif', 'quartz veins', 'quartz veins']","['gold', 'gold', 'gold', 'gold']",['woolyeenyer formation'],"['norseman', 'norseman', 'norseman', 'norseman']",['tertiary'],0,True,True,favourable structural settings
a072171_2005 everlasting annual rpt_12941703_263,a072171_2005 everlasting annual rpt_12941703.json,263,"a similar style of gold mineralisation is evident in the penneshaw formation, but the importance of this setting as a potential ore source has only recently been recognised.",2,"['mineralisation', 'potential']","['favourable', 'mineralisation', 'potential', 'mineralisation', 'low grade']","total gold production from the norseman mining district to june 2000 amounts to about 5.5 million ounces with most production mined from narrow north south striking, east dipping quartz veins within the lower units of the woolyeenyer formation. in recent times, an increasing contribution has come from east west striking, south dipping quartz veins and from new discoveries in favourable structural settings elsewhere in the sequence. the quartz lodes are preferentially developed in dolerites in dilational zones, formed by the re activation of earlier structures by the d3 phase of nnw shearing. a similar style of gold mineralisation is evident in the penneshaw formation, but the importance of this setting as a potential ore source has only recently been recognised. the other important style of gold mineralisation developed in the norseman district is high tonnage, relatively low grade deposits in the noganyer formation. these deposits occur where the structurally channelled mineralising fluids have sulphurised reactive bif units.",['lodes'],"['quartz veins', 'quartz veins', 'dolerites', 'bif']","['gold', 'quartz', 'gold', 'gold']","['woolyeenyer formation', 'penneshaw formation', 'noganyer formation']","['norseman', 'norseman']",[],0,True,True,
a072171_2005 everlasting annual rpt_12941703_280,a072171_2005 everlasting annual rpt_12941703.json,280,an extra dollar amount may be allowed for the exploration potential if it is considered warranted.,1,['potential'],['potential'],the everlasting tenements are subject to a royalty payable to gasgoyne gold mines (now merged with sons of gwalia) of a $1.50 tonne of ore mined from the tenements. an empirical method where a dollar value is derived by discounting the known resources is considered appropriate for the norseman properties held by agi. discounts for gold resources in the ground have varied historically from as much as 99.99% to as little as 60% and even less depending on the category of the resources (if categorised) and the grade of the deposit under consideration. an extra dollar amount may be allowed for the exploration potential if it is considered warranted. at norseman we have two categories of optimised resource estimates as shown in the following table from kga 2003 using a gold price of us$500. a low and upper range of + 10% is allowed in both cases and the current gold price of a$680 per ounce is used.,[],[],"['gold', 'dollar', 'gold', 'dollar', 'gold', 'gold']",[],"['sons of gwalia', 'norseman', 'norseman']",[],0,True,True,exploration potential
a072171_2005 everlasting annual rpt_12941703_291,a072171_2005 everlasting annual rpt_12941703.json,291,"the aims of the various methods are to provide an independent opinion of a ""fair value"" for the property under consideration and to provide as much detail as possible of the manner in which the value is reached.",1,['possible'],['possible'],"at mt henry, the average particle size is 5 microns while at selene the average particle size is 14 microns. this section of the report has been prepared at the request of australian gold investments (agi) to provide an independent valuation of the current value of its western australian mineral assets as described above. when commercial transactions concerning properties in similar circumstances have recently occurred, the market value precedent may be applied in part or in full to the property under consideration. the aims of the various methods are to provide an independent opinion of a ""fair value"" for the property under consideration and to provide as much detail as possible of the manner in which the value is reached. it is necessarily subjective according to the degree of risk perceived by the property valuer in addition to all other commercial considerations. efforts to construct a transparent valuation using sophisticated financial models are still hindered by the nature of the original assumptions where a known resource exists and are simply not applicable to properties without an identified resource.",[],[],['gold'],[],[],[],0,True,False,
a072171_2005 everlasting annual rpt_12941703_303,a072171_2005 everlasting annual rpt_12941703.json,303,"with the existing database and the benefit of current concepts of supergene and primary mesothermal gold mineralisation, regolith and regolith geochemistry and imaged detailed aeromagnetic data there is considerable scope to redefine exploration targets identified by previous explorers and also identify new targets within the tenement block.",1,['mineralisation'],"['mineralisation', 'possible', 'mineralisation']","the 250km long zuleika shear is interpreted as one of the major internal domain boundaries within the kalgoorlie area. the shear juxtaposes rocks of the black flag group with the younger kurrawang formation, and is interpreted as having a sinistral sense of movement that has produced a corresponding reidel shear orientation. gold exploration in the project area extends from1985 and has been conducted by eleven operators. with the existing database and the benefit of current concepts of supergene and primary mesothermal gold mineralisation, regolith and regolith geochemistry and imaged detailed aeromagnetic data there is considerable scope to redefine exploration targets identified by previous explorers and also identify new targets within the tenement block. there are no identified resources of note included in this area and despite numerous drilling campaigns all reports state that the geochemical picture of the ground is inadequate. it is recommended that an mmi survey be conducted since this will address all conceptual targets and possible mineralisation in different orientations to those tested to date.",[],"['regolith', 'regolith']","['gold', 'gold']","['black flag group', 'kurrawang formation']","['long', 'kalgoorlie']",[],0,True,False,
