event_id,filename,sentence_idx,sentence_text,n_trigger_words,trigger_words_in_sentence,trigger_words_in_event,event_text,ORE_DEPOSIT,ROCK,MINERAL,STRAT,LOCATION,TIMESCALE,event_label,reviewed,Near Miss Event,Key trigger phrase
a071765_tuckabianna_ann05_9584421_5,a071765_tuckabianna_ann05_9584421.json,5,"in this context, the conductive nature of mineralisation particularly along the cometeclipse trend will be explored for using sub audio magnetic geophysical methods to identify new drilling targets.",1,['mineralisation'],"['mineralisation', 'mineralisation']","mackay and schnellmann p l in consultation with alloy resources ltd considered that when ownership of the project is finalised exploration work on the comet webbs patch project area should involve a phased approach utilising a variety of techniques, mainly involving drilling for resource definition purposes and electrical geophysical methods for targeting sulphide mineralisation at depth. exploration drilling will be undertaken designed to investigate new areas of interest based on geological, geochemical and geophysical data to target the presence of concealed auriferous zones. in this context, the conductive nature of mineralisation particularly along the cometeclipse trend will be explored for using sub audio magnetic geophysical methods to identify new drilling targets. alloy resources ltd plans to give priority to resource definition activities which will also include metallurgical testwork and investigating the significance of coarse gold occurrence with the overall aim of increasing the mineral resources for assessment by preliminary financial scoping studies.",[],[],"['sulphide', 'gold']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_14,a071765_tuckabianna_ann05_9584421.json,14,"and hickman a.h., 1990 geological evolution and mineralisation of the murchison province western australia.",1,['mineralisation'],['mineralisation'],"shaw j., sugden s. annual exploration report tuckabianna project, year ending 31 12 03. shaw j., sugden s. annual exploration report tuckabianna project, year ending 31 12 04. and hickman a.h., 1990 geological evolution and mineralisation of the murchison province western australia. western australia geological survey bulletin 137.",[],[],[],[],"['murchison', 'western australia', 'western australia']",[],0,True,False,
a071765_tuckabianna_ann05_9584421_27,a071765_tuckabianna_ann05_9584421.json,27,geology and mineralisation 3 5.1 regional geology 3 5.2 local geology and gold mineralisation 5 5.2.1 bif mafic porphyry package 5 5.2.2 iron rich sediments 5 5.2.3 granitoids 6 5.2.4 felsic porphyry stocks 6 6.,2,"['mineralisation', 'mineralisation']","['mineralisation', 'mineralisation']",location and access 3 4. climate and topography 3 5. geology and mineralisation 3 5.1 regional geology 3 5.2 local geology and gold mineralisation 5 5.2.1 bif mafic porphyry package 5 5.2.2 iron rich sediments 5 5.2.3 granitoids 6 5.2.4 felsic porphyry stocks 6 6. references 18 verification listing 19 list of tables 2.,[],"['bif', 'porphyry', 'sediments', 'granitoids', 'porphyry']","['gold', 'iron']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_35,a071765_tuckabianna_ann05_9584421.json,35,the project lies within a northeast trending archaean supracrustal greenstone belt and overlies a sector of the regionally extensive tuckabianna shear zone.,1,['extensive'],['extensive'],"pdf of webbs patch planned ground magnetics over 1st vd agc rp pdf of webbs patch max au over geology. page iii summary the tuckabianna project is located approximately 20km se of cue in western australia and was purchased by big bell gold operations from westgold resources limited in july 2000. the project lies within a northeast trending archaean supracrustal greenstone belt and overlies a sector of the regionally extensive tuckabianna shear zone. the shear separates mafic and ultramafic volcanic and intrusive rocks interlayered with bif to the east from felsic, mafic and ultramafic rocks to the west.",[],"['intrusive rocks', 'bif']",['gold'],['greenstone belt'],"['cue', 'western australia', 'big bell']",['archaean'],0,True,False,
a071765_tuckabianna_ann05_9584421_38,a071765_tuckabianna_ann05_9584421.json,38,"gold mineralisation occurs in banded iron formation, mafic and felsic host rocks on structures sympathetic to the tuckabianna shear and its splays.",1,['mineralisation'],['mineralisation'],"the shear separates mafic and ultramafic volcanic and intrusive rocks interlayered with bif to the east from felsic, mafic and ultramafic rocks to the west. post folding granitoids have intruded these sequences. gold mineralisation occurs in banded iron formation, mafic and felsic host rocks on structures sympathetic to the tuckabianna shear and its splays. mining operations at big bell were terminated in july 2003 due to adverse economic conditions at the underground operation.",[],"['intrusive rocks', 'bif', 'granitoids', 'banded iron formation', 'host rocks']",['gold'],[],['big bell'],[],0,True,False,
a071765_tuckabianna_ann05_9584421_56,a071765_tuckabianna_ann05_9584421.json,56,"during periods of high rainfall the drainage flows sw into lake austin, an extensive salt lake system.",1,['extensive'],['extensive'],"summer temperatures can be very hot and regularly exceed 40c, while winter temperatures are cool with night temperatures below 5c. the topography is of low relief and gently undulating. during periods of high rainfall the drainage flows sw into lake austin, an extensive salt lake system. vegetation is open, sparse to moderate, consisting of mainly mulga, acacia and stunted eucalypts that are focused on the ephemeral water courses.",[],[],['salt'],[],['lake austin'],[],0,True,False,
a071765_tuckabianna_ann05_9584421_59,a071765_tuckabianna_ann05_9584421.json,59,"mineralisation is concentrated within the lower formations of the group (golconda formation and gabanintha formation), which dominate the greenstone belt in the district (watkins and hickman, 1990).",1,['mineralisation'],"['mineralisation', 'mineralisation']","vegetation is open, sparse to moderate, consisting of mainly mulga, acacia and stunted eucalypts that are focused on the ephemeral water courses. 5 geology & mineralisation 5.1 regional geology the project lies in the archaean murchison province within a ne trending supracrustal greenstone sequence comprising various volcanic, intrusive and sedimentary rocks that form part of the luke creek group. mineralisation is concentrated within the lower formations of the group (golconda formation and gabanintha formation), which dominate the greenstone belt in the district (watkins and hickman, 1990). more detailed mapping at 1:25,000 scale has been completed over the area by hallberg.",[],"['greenstone', 'sedimentary rocks']",[],"['golconda formation', 'gabanintha formation', 'greenstone belt']",['murchison'],['archaean'],0,True,False,
a071765_tuckabianna_ann05_9584421_66,a071765_tuckabianna_ann05_9584421.json,66,"banded iron formation, quartz porphyry dykes and stocks are commonly associated with gold mineralisation in the region.",1,['mineralisation'],"['mineralisation', 'broad']","association 2 rocks are located to the west of the tuckabianna shear zone and consist of felsic rocks of the eelya complex and mafic and ultramafic volcanic rocks. association 2 is characterised by an almost complete absence of banded iron formation sediments. banded iron formation, quartz porphyry dykes and stocks are commonly associated with gold mineralisation in the region. the tuckabianna shear zone (also referred to as the comet white well shear zone) is a broad, 1 to 2km wide, north northeast trending zone of intense deformation and alteration stretching the entire 30km length of the tuckabianna project.",[],"['ultramafic volcanic rocks', 'banded iron formation', 'sediments', 'banded iron formation', 'porphyry']","['quartz', 'gold']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_76,a071765_tuckabianna_ann05_9584421.json,76,all of the basement rocks have suffered extensive weathering and deep oxidation during the mesozoic and tertiary periods and much of the ground is now covered by a complex regolith comprising residual and transported lateritic materials.,1,['extensive'],['extensive'],"association 2 lithologies to the west of the tuckabianna shear zone have been metamorphosed to lower middle amphibolite facies. to the east of the shear, the grade is generally greenschist facies but with grade increasing to amphibolite facies in close proximity to granitoid contacts. all of the basement rocks have suffered extensive weathering and deep oxidation during the mesozoic and tertiary periods and much of the ground is now covered by a complex regolith comprising residual and transported lateritic materials. recent work by williams (2001) has suggested that hallbergs regional framework is incorrect and requires revision.",[],"['amphibolite', 'greenschist', 'amphibolite', 'granitoid', 'regolith']",[],[],['williams'],"['mesozoic', 'tertiary']",0,True,False,
a071765_tuckabianna_ann05_9584421_92,a071765_tuckabianna_ann05_9584421.json,92,"analysis of the information with increasing depth led to the identification of conductivity anomalies within the immediate environs of the pinnacles, comet and comet north mined localities reflecting known conductive goldpyrrhotite pyrite mineralisation at near surface levels.",1,['mineralisation'],['mineralisation'],"in 2005, arl acquired data from the 1999 tempest airborne em survey covering the comet webbs patch project area. these data were processed for the comet area to illustrate sub surface conductivity responses and were represented as conductivity image plans for the area corresponding to several depth slices from surface. analysis of the information with increasing depth led to the identification of conductivity anomalies within the immediate environs of the pinnacles, comet and comet north mined localities reflecting known conductive goldpyrrhotite pyrite mineralisation at near surface levels. at greater depths, conductivity imaging at 125 metres depth, beneath the depth of existing open pit mining and much of the known drill coverage, demonstrated conductivity anomalies which were interpreted as representing both down plunge and adjacent blind potentially mineralised targets for future investigation.",[],[],['pyrite'],[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_95,a071765_tuckabianna_ann05_9584421.json,95,these targets lie in an area within mining lease 21 72 where surface mapping has identified north northeasterly trending shearing and where existing drilling is inadequate to test blind mineralisation at the target depth indicated from the conductivity data and therefore represent significant targets for future investigation.,1,['mineralisation'],['mineralisation'],"at greater depths, conductivity imaging at 125 metres depth, beneath the depth of existing open pit mining and much of the known drill coverage, demonstrated conductivity anomalies which were interpreted as representing both down plunge and adjacent blind potentially mineralised targets for future investigation. beyond the pinnacles, comet and comet north localities, two new blind conductivity targets were also identified on conductivity imagery at 125 metres depth which lie respectively 1,500 metres and 2,000 metres southsouthwest of the comet open pit, along an extension of the comet eclipse mineralised trend. these targets lie in an area within mining lease 21 72 where surface mapping has identified north northeasterly trending shearing and where existing drilling is inadequate to test blind mineralisation at the target depth indicated from the conductivity data and therefore represent significant targets for future investigation. sam electro magnetic surveying was thought to be applicable to finding repetitions and extensions to comet style gold deposits in the area.",['gold deposits'],[],[],[],[],[],0,True,True,significant targets for future investigation
a071765_tuckabianna_ann05_9584421_112,a071765_tuckabianna_ann05_9584421.json,112,gold mineralisation has been reported at rapier that is located entirely within a granitoid body that ranges from tonalite to granodiorite in composition.,1,['mineralisation'],['mineralisation'],"palaeochannels were present along the north west and south east margins of the survey area. a large scale anticlinal hinge was interpreted to traverse the centre of the site based on regional magnetic data and modelled local magnetics. gold mineralisation has been reported at rapier that is located entirely within a granitoid body that ranges from tonalite to granodiorite in composition. the gold is hosted in multiple gentle to steeply dipping silicified and anastomosing shear zones associated with quartz and pyrite and minor chalcopyrite, pyrrhotite and molybdenite.",[],"['granitoid', 'tonalite', 'granodiorite']","['gold', 'gold', 'quartz', 'pyrite', 'chalcopyrite', 'pyrrhotite', 'molybdenite']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_116,a071765_tuckabianna_ann05_9584421.json,116,the comet deposit has been the subject of earlier underground and open pit mining and residual mineralisation extends down plunge beyond the pit shell.,1,['mineralisation'],['mineralisation'],the cluster of gold deposits within the comet webbs patch sector are hosted principally by iron rich sediments (silicate oxide facies iron formation?) within a dominantly mafic sequence. the comet deposit has been the subject of earlier underground and open pit mining and residual mineralisation extends down plunge beyond the pit shell. it is the largest and best grade deposit located so far within the project.,['gold deposits'],"['sediments', 'iron formation']","['iron', 'silicate', 'oxide']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_121,a071765_tuckabianna_ann05_9584421.json,121,two separate pits 500m apart along strike have been sunk on enriched shoots within the host rock.,1,['enriched'],['enriched'],"these dip to the southeast at 45 and are separated by a unit of massive fine grained barren basalt 0.5m1m thick. the hangingwall to the deposit is ultramafic schist. two separate pits 500m apart along strike have been sunk on enriched shoots within the host rock. the footwall lode is a banded quartz chlorite amphibolite pyrite pyrrhotite rock with minor stilpnomelane, retrograded garnet, magnetite and chalcopyrite.",['lode'],"['basalt', 'schist', 'host rock', 'chlorite amphibolite']","['quartz', 'pyrite', 'pyrrhotite', 'stilpnomelane', 'garnet', 'magnetite', 'chalcopyrite']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_124,a071765_tuckabianna_ann05_9584421.json,124,gold mineralisation is intimately associated with pyrrhotite in both lodes and the distribution of gold within the mineralised zones is variable with the highest grades occurring in well defined steeply dipping shoots.,1,['mineralisation'],['mineralisation'],"the footwall lode is a banded quartz chlorite amphibolite pyrite pyrrhotite rock with minor stilpnomelane, retrograded garnet, magnetite and chalcopyrite. the hangingwall lode is similar to the footwall lode but contains more quartz and garnet. gold mineralisation is intimately associated with pyrrhotite in both lodes and the distribution of gold within the mineralised zones is variable with the highest grades occurring in well defined steeply dipping shoots. it is interpreted that the mineralised horizon is an iron formation facies interflow sediment that has been recrystallised and metasomatised.","['lode', 'lode', 'lode', 'lodes']","['chlorite amphibolite', 'iron formation', 'sediment']","['quartz', 'pyrite', 'pyrrhotite', 'stilpnomelane', 'garnet', 'magnetite', 'chalcopyrite', 'quartz', 'garnet', 'gold', 'pyrrhotite', 'gold']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_143,a071765_tuckabianna_ann05_9584421.json,143,"as part of an extensive program of base metal and gold exploration that was undertaken to the north of the present comet webbs patch project area, five rock chip samples were collected from what is now the extreme northeast of exploration licence application 20 531.",1,['extensive'],['extensive'],"a total of 560,000 ounces @ 2.5g t au has been produced from the tuckabianna project since 1988. ore was mined from 22 separate open pits along a 30km zone of the tuckabianna shear. as part of an extensive program of base metal and gold exploration that was undertaken to the north of the present comet webbs patch project area, five rock chip samples were collected from what is now the extreme northeast of exploration licence application 20 531. the samples were analysed for gold but no results were obtained greater than the detection limit of 0.1 g t.",['base metal'],[],"['gold', 'gold']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_156,a071765_tuckabianna_ann05_9584421.json,156,vacuum drilling was carried out over extensive areas of the central portion of exploration licence application 20 531 at 50m intervals along lines spaced 200m apart and a small area south of mining lease application 21 164 now within exploration licence 21 121.,1,['extensive'],['extensive'],"page 7 the second program mainly covered portions of the concealed greenstone succession within the present exploration licence application 20 531, parts of the southern portion of exploration licence application 21 121 and off property ground to the south. again aeromagnetic data were acquired and interpreted but the principal exploration tool over the present project area was vacuum drilling for some 7800 metres and 148 metres of rc drilling. vacuum drilling was carried out over extensive areas of the central portion of exploration licence application 20 531 at 50m intervals along lines spaced 200m apart and a small area south of mining lease application 21 164 now within exploration licence 21 121. holes were drilled to depths of up to 18 metres although most ranged up to 5 metres.",[],['greenstone'],[],[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_197,a071765_tuckabianna_ann05_9584421.json,197,emphasis was on structure and the controls on mineralisation.,1,['mineralisation'],['mineralisation'],"the dominant rock types encountered were ultramafics and mafics but the holes do not appear to have been optimally sited with respect to the anomalous soil and rock geochemical results. in 1995 to 1996, a major geological mapping program was completed at 1:5000 scale that covered a large area including that around the webbs patch deposit that is within the present project area. emphasis was on structure and the controls on mineralisation. petrographic descriptions were completed on a suite of 28 rock samples.",[],[],[],[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_210,a071765_tuckabianna_ann05_9584421.json,210,all six of the holes intersected mineralisation of greater than 1.0g t gold with the best intercept being 10.0m at 2.14g t from a depth of 102.0 metres.,1,['mineralisation'],"['mineralisation', 'mineralisation']","samples were collected over one metre intervals and analysed for gold, silver, arsenic, copper, lead, zinc, molybdenum and tin. duplicate and standard samples were also included with the routine samples both at the rate of 1 in 30. all six of the holes intersected mineralisation of greater than 1.0g t gold with the best intercept being 10.0m at 2.14g t from a depth of 102.0 metres. the holes were intended to test for down dip extensions of the near surface mineralisation.",[],[],"['gold', 'silver', 'arsenic', 'copper', 'lead', 'zinc', 'tin', 'gold']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_216,a071765_tuckabianna_ann05_9584421.json,216,the fifth target is in the north of mining lease 21 81 along strike from the webbs patch mineralisation and is also an area of interpreted demagnetisation.,1,['mineralisation'],['mineralisation'],"five targets were generated that lie within the present tenements. four of these are located in what is now the western part of exploration licence application 20 531 with two of the targets being flexures in the northnortheast trending structure and the other two being areas of interpreted demagnetisation. the fifth target is in the north of mining lease 21 81 along strike from the webbs patch mineralisation and is also an area of interpreted demagnetisation. around the same time, a study was completed on the regolith geology of the present comet webbs patch project area as part of a much larger area that extended considerably to the west.",[],['regolith'],[],[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_231,a071765_tuckabianna_ann05_9584421.json,231,the available drilling data relevant to this anomaly was examined and it was interpreted that the cause of the anomaly was linked to a magnetic iron formation of the venus pinnacles trend associated with weak gold mineralisation.,1,['mineralisation'],['mineralisation'],the survey covered the current comet webbs patch project area and beyond and was flown along flight lines spaced 200m apart orientated northwest to southeast. the review undertaken by the explorer of these data focused upon a conductivity anomaly located beyond known surface workings and between the comet north and pinnacles open pits. the available drilling data relevant to this anomaly was examined and it was interpreted that the cause of the anomaly was linked to a magnetic iron formation of the venus pinnacles trend associated with weak gold mineralisation. no further work was carried out to specifically drill test this em anomaly or review or test the cause of the other identified conductivity anomalies.,[],['iron formation'],['gold'],[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_253,a071765_tuckabianna_ann05_9584421.json,253,commonly only one or two of these bif units carries significant gold mineralisation.,1,['mineralisation'],['mineralisation'],"in the zone between julies reward and tuckabianna west, in excess of a dozen bif and other sedimentary units have been mapped over a 400m wide zone. the mineralised bif units strike northeast and dip southeast between 45 and 65. commonly only one or two of these bif units carries significant gold mineralisation. the pinnacles deposit that lies 200m north west of the main comet lode is hosted by banded iron formation rocks.",['lode'],"['bif', 'bif', 'bif', 'banded iron formation']",['gold'],[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_258,a071765_tuckabianna_ann05_9584421.json,258,"in the upper 70m oxidised zone, secondary mobilisation of gold has made zones of economic mineralisation wider than those in the primary zone drilled to date.",1,['mineralisation'],['mineralisation'],"mackay and schnellmann 2005) in the primary bif, gold is associated with quartz, carbonate, pyrite and pyrrhotite as stringers disrupting, fracturing and replacing well laminated bif. higher grade zones are associated with increased quartz and sulphide. in the upper 70m oxidised zone, secondary mobilisation of gold has made zones of economic mineralisation wider than those in the primary zone drilled to date. gold also commonly occurs within sheared mafic, narrow quartz porphyry quartz feldspar porphyry intrusive rocks in association with the mineralised bif units.",[],"['bif', 'bif', 'porphyry', 'porphyry', 'intrusive rocks', 'bif']","['gold', 'quartz', 'carbonate', 'pyrite', 'pyrrhotite', 'quartz', 'sulphide', 'gold', 'gold', 'quartz', 'quartz', 'feldspar']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_261,a071765_tuckabianna_ann05_9584421.json,261,the mineralisation is present in one main lode that dips at 45 towards the north northeast.,1,['mineralisation'],"['mineralisation', 'mineralisation', 'mineralisation']","gold also commonly occurs within sheared mafic, narrow quartz porphyry quartz feldspar porphyry intrusive rocks in association with the mineralised bif units. the mineralisation at webbs patch to the se of comet is hosted by tholeiitic basalts and dolerite. the mineralisation is present in one main lode that dips at 45 towards the north northeast. plunge of the mineralisation on the plane is 60 towards the northeast.",['lode'],"['porphyry', 'porphyry', 'intrusive rocks', 'bif', 'basalts', 'dolerite']","['gold', 'quartz', 'quartz', 'feldspar']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_284,a071765_tuckabianna_ann05_9584421.json,284,"the approach adopted resulted in target estimates within the following range: lower range comet exploration target 688,000 tonnes at 4.8 g t gold upper range comet exploration target 840,000 tonnes at 6.1 g t gold page 13 at the time of the preparation of the above estimate of the potential quantity and grade, the estimate was conceptual in nature and there were insufficient data available to define a mineral resource and it was uncertain if further exploration would result in the determination of a mineral resource.",1,['potential'],['potential'],"for each of the three procedures, top cuts of 25.0g t and 35.0g t gold were applied along with no top cut. a lower cut off of 3.0g t gold was applied throughout. the approach adopted resulted in target estimates within the following range: lower range comet exploration target 688,000 tonnes at 4.8 g t gold upper range comet exploration target 840,000 tonnes at 6.1 g t gold page 13 at the time of the preparation of the above estimate of the potential quantity and grade, the estimate was conceptual in nature and there were insufficient data available to define a mineral resource and it was uncertain if further exploration would result in the determination of a mineral resource. in a following section of this report, a recently completed (2005) jorc code compliant resource estimate for the comet deposit is reported.",[],[],"['gold', 'gold', 'gold', 'gold']",[],[],[],0,True,True,"uncertain, further exploration"
a071765_tuckabianna_ann05_9584421_303,a071765_tuckabianna_ann05_9584421.json,303,exploration target range for the pinnacles deposit comprises a lower range estimate for fresh rock material and an upper range estimate based up on both oxide and fresh rock domains as follows: lower range pinnacles exploration target 150 000 tonnes at 3.1 g t gold upper range pinnacles exploration target 400 000 tonnes at 2.1 g t gold the above estimate of the potential quantity and grade is conceptual in nature and there are insufficient data available to define a mineral resource and it is uncertain if further exploration will result in the determination of a mineral resource.,1,['potential'],['potential'],"sufficient analytical results for interpolation were obtained by repeated passes at multiples of the search ellipse. a top cut of 8.5 g t gold was applied with a lower cut off of 0.8 g t for the oxide material and 2.0 g t gold for the fresh. exploration target range for the pinnacles deposit comprises a lower range estimate for fresh rock material and an upper range estimate based up on both oxide and fresh rock domains as follows: lower range pinnacles exploration target 150 000 tonnes at 3.1 g t gold upper range pinnacles exploration target 400 000 tonnes at 2.1 g t gold the above estimate of the potential quantity and grade is conceptual in nature and there are insufficient data available to define a mineral resource and it is uncertain if further exploration will result in the determination of a mineral resource. webbs patch deposit in september 2002, an exploration target was also estimated for the webbs patch deposit.",[],[],"['gold', 'oxide', 'gold', 'oxide', 'gold', 'gold']",[],[],[],0,True,True,"uncertain, further exploration"
