event_id,filename,sentence_idx,sentence_text,n_trigger_words,trigger_words_in_sentence,trigger_words_in_event,event_text,ORE_DEPOSIT,ROCK,MINERAL,STRAT,LOCATION,TIMESCALE,event_label,reviewed,Near Miss Event,Key trigger phrase
a071647_narlarla_ann_tech2005_10581269_250,a071647_narlarla_ann_tech2005_10581269.json,250,"subsequent work has included enzyme leach partial extraction soil geochemistry, which was mainly directed towards assessing the potential of the alluvial and black soil plain south of the napier range, to conceal mississippi valley type (mvt) base metals mineralisation.",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","noakes and associates in 1995. the report concluded that the area in the vicinity of the old narlarla mines remained prospective for carbonate hosted lead zinc deposits. subsequent work has included enzyme leach partial extraction soil geochemistry, which was mainly directed towards assessing the potential of the alluvial and black soil plain south of the napier range, to conceal mississippi valley type (mvt) base metals mineralisation. drilling has totalled 24 air core holes for 699 metres, and 15 reverse circulation drill holes for 682 metres, guided in part by a high resolution gravity survey consisting of 336 readings on a nominal 20m grid around the no.",['base metals'],[],"['carbonate', 'lead', 'zinc']",[],['napier range'],[],0,True,False,
a071740_c325_97_2005a_11242905_8,a071740_c325_97_2005a_11242905.json,8,access within parts of the range country is only possible on foot.,1,['possible'],['possible'],"this topography in part reflects exhumed devonian topography with reef and platform complexes forming the limestone ranges and basinal shales underlying the black soil plains though generally with significant subsequent carboniferous to cainozoic cover. access to the area is by a variety of station and mine tracks from the great northern highway that runs along the southern edge of the tenement block. access within parts of the range country is only possible on foot. vehicle access on the plains is relatively easy outside the wet season, which occurs from december to march.",[],"['limestone', 'shales']",[],[],[],"['devonian', 'carboniferous', 'cainozoic']",0,True,False,
a071740_c325_97_2005a_11242905_62,a071740_c325_97_2005a_11242905.json,62,"zinc lead mineralisation is widespread and includes the cadjebut, goongewa, kapok, kutarta and kapok west resources.",1,['mineralisation'],['mineralisation'],"dolomitisation is strongly developed within the cadjebut formation, probably reflecting early diagenetic processes. a later crosscutting ferroan dolomite event is related to the cadjebut pinnacle fault system and is interpreted to reflect the first pulse of basinal brines emanating from the fitzroy trough. zinc lead mineralisation is widespread and includes the cadjebut, goongewa, kapok, kutarta and kapok west resources. many other mineralised occurrences are known.",[],[],"['dolomite', 'zinc', 'lead']",['cadjebut formation'],[],[],0,True,False,
a071740_c325_97_2005a_11242905_65,a071740_c325_97_2005a_11242905.json,65,the cadjebut mineralisation is stratabound in the footwall of the cadjebut fault and may reflect direct replacement of evaporites within the cadjebut formation along a structural corridor.,1,['mineralisation'],"['mineralisation', 'mineralisation', 'mineralisation']","many other mineralised occurrences are known. mineralisation shows a strong structural control, but host lithology and dolomitisation are also important controls. the cadjebut mineralisation is stratabound in the footwall of the cadjebut fault and may reflect direct replacement of evaporites within the cadjebut formation along a structural corridor. mineralisation at kapok occurs in breccias and as open space fill within the kapok fault.",[],"['evaporites', 'breccias']",[],['cadjebut formation'],[],[],0,True,False,
a071740_c325_97_2005a_11242905_76,a071740_c325_97_2005a_11242905.json,76,the development of goongewa and kapok was deferred and the decision was taken by bhp that the potential deposit size on the lennard shelf no longer matched their corporate criteria.,1,['potential'],['potential'],"mapping, prospecting, geochemical and geophysical surveys and grid drilling were conducted, which led to the discovery of cadjebut in 1984, goongewa in 1987 and kapok in 1989. 4 teck cominco wa pty ltd 5 the bhp billiton jv brought cadjebut into production in 1987. the development of goongewa and kapok was deferred and the decision was taken by bhp that the potential deposit size on the lennard shelf no longer matched their corporate criteria. bhp and billiton sold their entire interest in the project area to western metals in 1994.",[],[],[],[],[],[],0,True,False,
a071740_c325_97_2005a_11242905_79,a071740_c325_97_2005a_11242905.json,79,"following that, the company completed extensive exploration programmes including geological and regolith mapping, air photo interpretation, rock chip, stream sediment and soil sampling, gravity surveys, an aeromagnetic survey, ip surveys and diamond drilling to test a number of targets along the cadjebut trend.",1,['extensive'],['extensive'],"bhp and billiton sold their entire interest in the project area to western metals in 1994. western metals reviewed and compiled the previous exploration data in 1994 95. following that, the company completed extensive exploration programmes including geological and regolith mapping, air photo interpretation, rock chip, stream sediment and soil sampling, gravity surveys, an aeromagnetic survey, ip surveys and diamond drilling to test a number of targets along the cadjebut trend. this work was successful in extending the known resources at cadjebut, goongewa, kapok and kapok west and definition of a new resource at kutarta.",[],"['regolith', 'sediment']",['diamond'],[],[],[],0,True,False,
a071740_c325_97_2005a_11242905_86,a071740_c325_97_2005a_11242905.json,86,a dipole dipole ip geophysics survey comprising 14 lines for 27.4km was conducted over the outcropping lower units of the emanuel range stratigraphy to follow up on the extents of stratabound gossans and to locate other sub surface stratabound cadjebut style mineralisation.,1,['mineralisation'],['mineralisation'],exploration activities during 2005 focused on infill drilling at the palajippa prospect following up on significant mineralised intersections from the 2004 exploration program. details of the drilling program are tabulated below. a dipole dipole ip geophysics survey comprising 14 lines for 27.4km was conducted over the outcropping lower units of the emanuel range stratigraphy to follow up on the extents of stratabound gossans and to locate other sub surface stratabound cadjebut style mineralisation. a geological mapping exercise over the outcropping lower units of the emanuel range and cadjebut fault zone footwall followed up on the targets identified.,[],['gossans'],[],[],[],[],0,True,False,
a071740_c325_97_2005a_11242905_103,a071740_c325_97_2005a_11242905.json,103,"in the later pillara cycle, extensive clastic conglomerate deposits were shed from fault scarps on the proterozoic basement and spilled across the carbonate platforms and into the inter reef basins.",1,['extensive'],"['extensive', 'extensive']","platform carbonates contain significant silty and organic components in the early part of the cycle but are dominated by clean limestone in the later part, reflecting increasing isolation from sediment sources. marginal slope carbonate deposits, formed basinwards of the reef margins, interfinger and are transitional with mixed clastic carbonate sequences in the intervening basins. in the later pillara cycle, extensive clastic conglomerate deposits were shed from fault scarps on the proterozoic basement and spilled across the carbonate platforms and into the inter reef basins. 2 teck cominco wa pty ltd 3 the nullara cycle reflects decreasing tectonism and is marked by extensive clean platform carbonates and prograding cyanobacteria reef margins during a period of slower subsidence.",[],"['limestone', 'sediment', 'mixed', 'conglomerate']","['carbonates', 'carbonate', 'carbonate', 'carbonate', 'carbonates']",[],[],['proterozoic'],0,True,False,
a071740_c325_97_2005a_11242905_107,a071740_c325_97_2005a_11242905.json,107,uplift in the late carboniferous resulted in extensive karstification of the carbonates and was followed by deposition of fluvioglacial clastics of the grant group in the early permian.,1,['extensive'],['extensive'],the nullara cycle platform and reef have been eroded over much of the south eastern lennard shelf and their original extent is unknown. swamping of the reefs by shallow to deep platform mixed carbonate clastics of the tournaisian fairfield group marks the end of the carbonate cycle. uplift in the late carboniferous resulted in extensive karstification of the carbonates and was followed by deposition of fluvioglacial clastics of the grant group in the early permian. a striated glacial pavement has been exposed at the unconformity surface in the goongewa boxcut.,[],"['unknown', 'mixed']","['carbonate', 'carbonate', 'carbonates']","['fairfield group', 'grant group']",[],"['tournaisian', 'carboniferous', 'permian']",0,True,False,
a071740_c325_97_2005a_11242905_111,a071740_c325_97_2005a_11242905.json,111,depositional sites were controlled by a combination of favourable host lithologies and dilational structural sites.,1,['favourable'],['favourable'],mississippi valley type (mvt) zn pb deposits in the devonian carbonates are believed to have formed in the latest devonian or earliest carboniferous from basinal brines emanating from the fitzroy trough. fluid pathways were controlled by a combination of structural zones and formational aquifers. depositional sites were controlled by a combination of favourable host lithologies and dilational structural sites. playford (1984) has described the geological evolution of the devonian reef complexes.,[],[],['carbonates'],[],[],"['devonian', 'devonian', 'carboniferous', 'devonian']",0,True,False,
a071765_tuckabianna_ann05_9584421_1,a071765_tuckabianna_ann05_9584421.json,1,"in addition to bif hosted mineralisation, gold has been mined from deposits in other iron rich sediments, mafic rocks, porphyry and granitoid.",1,['mineralisation'],['mineralisation'],"most of the gold produced to date at tuckabianna occurs in or adjacent to structurally deformed bif located along the western limb of the kurrajong syncline where it is transected by the tuckabianna shear zone. in addition to bif hosted mineralisation, gold has been mined from deposits in other iron rich sediments, mafic rocks, porphyry and granitoid. a significant portion of gold production has also been achieved from lateritic material and from alluvial wash within a tertiary palaeochannel.",[],"['bif', 'bif', 'sediments', 'mafic rocks', 'porphyry', 'granitoid']","['gold', 'gold', 'iron', 'gold']",[],['kurrajong'],['tertiary'],0,True,False,
a071765_tuckabianna_ann05_9584421_5,a071765_tuckabianna_ann05_9584421.json,5,"in this context, the conductive nature of mineralisation particularly along the cometeclipse trend will be explored for using sub audio magnetic geophysical methods to identify new drilling targets.",1,['mineralisation'],"['mineralisation', 'mineralisation']","mackay and schnellmann p l in consultation with alloy resources ltd considered that when ownership of the project is finalised exploration work on the comet webbs patch project area should involve a phased approach utilising a variety of techniques, mainly involving drilling for resource definition purposes and electrical geophysical methods for targeting sulphide mineralisation at depth. exploration drilling will be undertaken designed to investigate new areas of interest based on geological, geochemical and geophysical data to target the presence of concealed auriferous zones. in this context, the conductive nature of mineralisation particularly along the cometeclipse trend will be explored for using sub audio magnetic geophysical methods to identify new drilling targets. alloy resources ltd plans to give priority to resource definition activities which will also include metallurgical testwork and investigating the significance of coarse gold occurrence with the overall aim of increasing the mineral resources for assessment by preliminary financial scoping studies.",[],[],"['sulphide', 'gold']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_14,a071765_tuckabianna_ann05_9584421.json,14,"and hickman a.h., 1990 geological evolution and mineralisation of the murchison province western australia.",1,['mineralisation'],['mineralisation'],"shaw j., sugden s. annual exploration report tuckabianna project, year ending 31 12 03. shaw j., sugden s. annual exploration report tuckabianna project, year ending 31 12 04. and hickman a.h., 1990 geological evolution and mineralisation of the murchison province western australia. western australia geological survey bulletin 137.",[],[],[],[],"['murchison', 'western australia', 'western australia']",[],0,True,False,
a071765_tuckabianna_ann05_9584421_27,a071765_tuckabianna_ann05_9584421.json,27,geology and mineralisation 3 5.1 regional geology 3 5.2 local geology and gold mineralisation 5 5.2.1 bif mafic porphyry package 5 5.2.2 iron rich sediments 5 5.2.3 granitoids 6 5.2.4 felsic porphyry stocks 6 6.,2,"['mineralisation', 'mineralisation']","['mineralisation', 'mineralisation']",location and access 3 4. climate and topography 3 5. geology and mineralisation 3 5.1 regional geology 3 5.2 local geology and gold mineralisation 5 5.2.1 bif mafic porphyry package 5 5.2.2 iron rich sediments 5 5.2.3 granitoids 6 5.2.4 felsic porphyry stocks 6 6. references 18 verification listing 19 list of tables 2.,[],"['bif', 'porphyry', 'sediments', 'granitoids', 'porphyry']","['gold', 'iron']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_35,a071765_tuckabianna_ann05_9584421.json,35,the project lies within a northeast trending archaean supracrustal greenstone belt and overlies a sector of the regionally extensive tuckabianna shear zone.,1,['extensive'],['extensive'],"pdf of webbs patch planned ground magnetics over 1st vd agc rp pdf of webbs patch max au over geology. page iii summary the tuckabianna project is located approximately 20km se of cue in western australia and was purchased by big bell gold operations from westgold resources limited in july 2000. the project lies within a northeast trending archaean supracrustal greenstone belt and overlies a sector of the regionally extensive tuckabianna shear zone. the shear separates mafic and ultramafic volcanic and intrusive rocks interlayered with bif to the east from felsic, mafic and ultramafic rocks to the west.",[],"['intrusive rocks', 'bif']",['gold'],['greenstone belt'],"['cue', 'western australia', 'big bell']",['archaean'],0,True,False,
a071765_tuckabianna_ann05_9584421_38,a071765_tuckabianna_ann05_9584421.json,38,"gold mineralisation occurs in banded iron formation, mafic and felsic host rocks on structures sympathetic to the tuckabianna shear and its splays.",1,['mineralisation'],['mineralisation'],"the shear separates mafic and ultramafic volcanic and intrusive rocks interlayered with bif to the east from felsic, mafic and ultramafic rocks to the west. post folding granitoids have intruded these sequences. gold mineralisation occurs in banded iron formation, mafic and felsic host rocks on structures sympathetic to the tuckabianna shear and its splays. mining operations at big bell were terminated in july 2003 due to adverse economic conditions at the underground operation.",[],"['intrusive rocks', 'bif', 'granitoids', 'banded iron formation', 'host rocks']",['gold'],[],['big bell'],[],0,True,False,
a071765_tuckabianna_ann05_9584421_56,a071765_tuckabianna_ann05_9584421.json,56,"during periods of high rainfall the drainage flows sw into lake austin, an extensive salt lake system.",1,['extensive'],['extensive'],"summer temperatures can be very hot and regularly exceed 40c, while winter temperatures are cool with night temperatures below 5c. the topography is of low relief and gently undulating. during periods of high rainfall the drainage flows sw into lake austin, an extensive salt lake system. vegetation is open, sparse to moderate, consisting of mainly mulga, acacia and stunted eucalypts that are focused on the ephemeral water courses.",[],[],['salt'],[],['lake austin'],[],0,True,False,
a071765_tuckabianna_ann05_9584421_59,a071765_tuckabianna_ann05_9584421.json,59,"mineralisation is concentrated within the lower formations of the group (golconda formation and gabanintha formation), which dominate the greenstone belt in the district (watkins and hickman, 1990).",1,['mineralisation'],"['mineralisation', 'mineralisation']","vegetation is open, sparse to moderate, consisting of mainly mulga, acacia and stunted eucalypts that are focused on the ephemeral water courses. 5 geology & mineralisation 5.1 regional geology the project lies in the archaean murchison province within a ne trending supracrustal greenstone sequence comprising various volcanic, intrusive and sedimentary rocks that form part of the luke creek group. mineralisation is concentrated within the lower formations of the group (golconda formation and gabanintha formation), which dominate the greenstone belt in the district (watkins and hickman, 1990). more detailed mapping at 1:25,000 scale has been completed over the area by hallberg.",[],"['greenstone', 'sedimentary rocks']",[],"['golconda formation', 'gabanintha formation', 'greenstone belt']",['murchison'],['archaean'],0,True,False,
a071765_tuckabianna_ann05_9584421_66,a071765_tuckabianna_ann05_9584421.json,66,"banded iron formation, quartz porphyry dykes and stocks are commonly associated with gold mineralisation in the region.",1,['mineralisation'],"['mineralisation', 'broad']","association 2 rocks are located to the west of the tuckabianna shear zone and consist of felsic rocks of the eelya complex and mafic and ultramafic volcanic rocks. association 2 is characterised by an almost complete absence of banded iron formation sediments. banded iron formation, quartz porphyry dykes and stocks are commonly associated with gold mineralisation in the region. the tuckabianna shear zone (also referred to as the comet white well shear zone) is a broad, 1 to 2km wide, north northeast trending zone of intense deformation and alteration stretching the entire 30km length of the tuckabianna project.",[],"['ultramafic volcanic rocks', 'banded iron formation', 'sediments', 'banded iron formation', 'porphyry']","['quartz', 'gold']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_76,a071765_tuckabianna_ann05_9584421.json,76,all of the basement rocks have suffered extensive weathering and deep oxidation during the mesozoic and tertiary periods and much of the ground is now covered by a complex regolith comprising residual and transported lateritic materials.,1,['extensive'],['extensive'],"association 2 lithologies to the west of the tuckabianna shear zone have been metamorphosed to lower middle amphibolite facies. to the east of the shear, the grade is generally greenschist facies but with grade increasing to amphibolite facies in close proximity to granitoid contacts. all of the basement rocks have suffered extensive weathering and deep oxidation during the mesozoic and tertiary periods and much of the ground is now covered by a complex regolith comprising residual and transported lateritic materials. recent work by williams (2001) has suggested that hallbergs regional framework is incorrect and requires revision.",[],"['amphibolite', 'greenschist', 'amphibolite', 'granitoid', 'regolith']",[],[],['williams'],"['mesozoic', 'tertiary']",0,True,False,
a071765_tuckabianna_ann05_9584421_92,a071765_tuckabianna_ann05_9584421.json,92,"analysis of the information with increasing depth led to the identification of conductivity anomalies within the immediate environs of the pinnacles, comet and comet north mined localities reflecting known conductive goldpyrrhotite pyrite mineralisation at near surface levels.",1,['mineralisation'],['mineralisation'],"in 2005, arl acquired data from the 1999 tempest airborne em survey covering the comet webbs patch project area. these data were processed for the comet area to illustrate sub surface conductivity responses and were represented as conductivity image plans for the area corresponding to several depth slices from surface. analysis of the information with increasing depth led to the identification of conductivity anomalies within the immediate environs of the pinnacles, comet and comet north mined localities reflecting known conductive goldpyrrhotite pyrite mineralisation at near surface levels. at greater depths, conductivity imaging at 125 metres depth, beneath the depth of existing open pit mining and much of the known drill coverage, demonstrated conductivity anomalies which were interpreted as representing both down plunge and adjacent blind potentially mineralised targets for future investigation.",[],[],['pyrite'],[],[],[],0,True,True,potentially mineralised
a071765_tuckabianna_ann05_9584421_95,a071765_tuckabianna_ann05_9584421.json,95,these targets lie in an area within mining lease 21 72 where surface mapping has identified north northeasterly trending shearing and where existing drilling is inadequate to test blind mineralisation at the target depth indicated from the conductivity data and therefore represent significant targets for future investigation.,1,['mineralisation'],['mineralisation'],"at greater depths, conductivity imaging at 125 metres depth, beneath the depth of existing open pit mining and much of the known drill coverage, demonstrated conductivity anomalies which were interpreted as representing both down plunge and adjacent blind potentially mineralised targets for future investigation. beyond the pinnacles, comet and comet north localities, two new blind conductivity targets were also identified on conductivity imagery at 125 metres depth which lie respectively 1,500 metres and 2,000 metres southsouthwest of the comet open pit, along an extension of the comet eclipse mineralised trend. these targets lie in an area within mining lease 21 72 where surface mapping has identified north northeasterly trending shearing and where existing drilling is inadequate to test blind mineralisation at the target depth indicated from the conductivity data and therefore represent significant targets for future investigation. sam electro magnetic surveying was thought to be applicable to finding repetitions and extensions to comet style gold deposits in the area.",['gold deposits'],[],[],[],[],[],0,True,True,future investigation
a071765_tuckabianna_ann05_9584421_112,a071765_tuckabianna_ann05_9584421.json,112,gold mineralisation has been reported at rapier that is located entirely within a granitoid body that ranges from tonalite to granodiorite in composition.,1,['mineralisation'],['mineralisation'],"palaeochannels were present along the north west and south east margins of the survey area. a large scale anticlinal hinge was interpreted to traverse the centre of the site based on regional magnetic data and modelled local magnetics. gold mineralisation has been reported at rapier that is located entirely within a granitoid body that ranges from tonalite to granodiorite in composition. the gold is hosted in multiple gentle to steeply dipping silicified and anastomosing shear zones associated with quartz and pyrite and minor chalcopyrite, pyrrhotite and molybdenite.",[],"['granitoid', 'tonalite', 'granodiorite']","['gold', 'gold', 'quartz', 'pyrite', 'chalcopyrite', 'pyrrhotite', 'molybdenite']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_116,a071765_tuckabianna_ann05_9584421.json,116,the comet deposit has been the subject of earlier underground and open pit mining and residual mineralisation extends down plunge beyond the pit shell.,1,['mineralisation'],['mineralisation'],the cluster of gold deposits within the comet webbs patch sector are hosted principally by iron rich sediments (silicate oxide facies iron formation?) within a dominantly mafic sequence. the comet deposit has been the subject of earlier underground and open pit mining and residual mineralisation extends down plunge beyond the pit shell. it is the largest and best grade deposit located so far within the project.,['gold deposits'],"['sediments', 'iron formation']","['iron', 'silicate', 'oxide']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_121,a071765_tuckabianna_ann05_9584421.json,121,two separate pits 500m apart along strike have been sunk on enriched shoots within the host rock.,1,['enriched'],['enriched'],"these dip to the southeast at 45 and are separated by a unit of massive fine grained barren basalt 0.5m1m thick. the hangingwall to the deposit is ultramafic schist. two separate pits 500m apart along strike have been sunk on enriched shoots within the host rock. the footwall lode is a banded quartz chlorite amphibolite pyrite pyrrhotite rock with minor stilpnomelane, retrograded garnet, magnetite and chalcopyrite.",['lode'],"['basalt', 'schist', 'host rock', 'chlorite amphibolite']","['quartz', 'pyrite', 'pyrrhotite', 'stilpnomelane', 'garnet', 'magnetite', 'chalcopyrite']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_124,a071765_tuckabianna_ann05_9584421.json,124,gold mineralisation is intimately associated with pyrrhotite in both lodes and the distribution of gold within the mineralised zones is variable with the highest grades occurring in well defined steeply dipping shoots.,1,['mineralisation'],['mineralisation'],"the footwall lode is a banded quartz chlorite amphibolite pyrite pyrrhotite rock with minor stilpnomelane, retrograded garnet, magnetite and chalcopyrite. the hangingwall lode is similar to the footwall lode but contains more quartz and garnet. gold mineralisation is intimately associated with pyrrhotite in both lodes and the distribution of gold within the mineralised zones is variable with the highest grades occurring in well defined steeply dipping shoots. it is interpreted that the mineralised horizon is an iron formation facies interflow sediment that has been recrystallised and metasomatised.","['lode', 'lode', 'lode', 'lodes']","['chlorite amphibolite', 'iron formation', 'sediment']","['quartz', 'pyrite', 'pyrrhotite', 'stilpnomelane', 'garnet', 'magnetite', 'chalcopyrite', 'quartz', 'garnet', 'gold', 'pyrrhotite', 'gold']",[],[],[],0,True,False,
a071765_tuckabianna_ann05_9584421_143,a071765_tuckabianna_ann05_9584421.json,143,"as part of an extensive program of base metal and gold exploration that was undertaken to the north of the present comet webbs patch project area, five rock chip samples were collected from what is now the extreme northeast of exploration licence application 20 531.",1,['extensive'],['extensive'],"a total of 560,000 ounces @ 2.5g t au has been produced from the tuckabianna project since 1988. ore was mined from 22 separate open pits along a 30km zone of the tuckabianna shear. as part of an extensive program of base metal and gold exploration that was undertaken to the north of the present comet webbs patch project area, five rock chip samples were collected from what is now the extreme northeast of exploration licence application 20 531. the samples were analysed for gold but no results were obtained greater than the detection limit of 0.1 g t.",['base metal'],[],"['gold', 'gold']",[],[],[],0,True,False,
