event_id,filename,sentence_idx,sentence_text,n_trigger_words,trigger_words_in_sentence,trigger_words_in_event,event_text,ORE_DEPOSIT,ROCK,MINERAL,STRAT,LOCATION,TIMESCALE,event_label,reviewed,Near Miss Event,Key trigger phrase,Key trigger  phrase
a080379_e80_2574_08atr_12876104_65,a080379_e80_2574_08atr_12876104.json,65,importantly the voiseys bay and sally malay models indicate even small intrusive bodies can host giant nickel deposits and that mineralisation may not outcrop at surface.,1,['mineralisation'],"['mineralisation', 'mineralisation']","hoatson and blake (2000) comments on the similar tectonic, stratigraphic and mineralisation features between sally malay and the world class voiseys bay deposit in labrador, canada. within the east kimberley the voiseys bay deposit provides a robust and realistic model to guide exploration strategies and targeting. importantly the voiseys bay and sally malay models indicate even small intrusive bodies can host giant nickel deposits and that mineralisation may not outcrop at surface. the vast majority of ni cu sulphide deposits are magmatic in origin and are hosted or linked to igneous rocks that formed from magma ranging from ultramafic to mafic in composition.",['nickel deposits'],['igneous rocks'],['sulphide'],[],['kimberley'],[],0,True,True,"mineralisation may not outcrop at surface, similar tectonic stratigraphic and mineralisation features",outcrop at surface
a080379_e80_2574_08atr_12876104_80,a080379_e80_2574_08atr_12876104.json,80,regional mineralisation & exploration models .3 6.,1,['mineralisation'],['mineralisation'],location and access.1 3. regional geology.1 4. regional mineralisation & exploration models .3 6. previous exploration .4 7.,[],[],[],[],[],[],0,True,False,,
a080379_e80_2574_08atr_12876104_92,a080379_e80_2574_08atr_12876104.json,92,"resulting publications, especially agso bulletin 246, geology and economic potential of the palaeoproterozoic layered mafic ultramafic intrusions in the east kimberley, western australia (hoatson and blake, 2000), comprehensively describes the geological setting of the halls creek orogen.",1,['potential'],['potential'],"a weak contact aureole up to 50 m in width has developed around the intrusions with late crystallising sillimanite overprinting and andalusite porphyroblasts of regional metamorphic origin. the national geoscience mapping accord (ngma), a joint initiative between state (gswa) and commonwealth (agso, now ga) organizations has completed a major study of the east kimberley. resulting publications, especially agso bulletin 246, geology and economic potential of the palaeoproterozoic layered mafic ultramafic intrusions in the east kimberley, western australia (hoatson and blake, 2000), comprehensively describes the geological setting of the halls creek orogen. togo north project annual report, 2007 2008 togo north 2574 annual report 2007 8 2 the halls creek orogen (hco) is a complex palaeoproterozoic terrain comprising low to high grade metasedimentary and metavolcanic rocks, and voluminous granitic, mafic and maficultramafic intrusions that collectively range in age from about 1910 ma to 1790 ma (page et al.",[],"['metasedimentary', 'metavolcanic rocks']","['sillimanite', 'andalusite']",[],"['kimberley', 'kimberley', 'western australia', 'halls creek orogen', 'halls creek orogen']",[],0,True,False,,
a080379_e80_2574_08atr_12876104_111,a080379_e80_2574_08atr_12876104.json,111,"hoatson and blake (2000) document a high s content within hco intrusions, with all groups with the possible exception of vii being derived from s saturated parent magmas.",1,['possible'],"['possible', 'potential', 'mineralisation']","shrimp u pb age dating undertaken by agso (hoatson and blake, 2000) has determined some of the major intrusions were emplaced between 1830 1856ma. hoatson and blake (2000) proposed division of the mafic ultramafic intrusives into seven groups, at least three of which are coeval, plus three other associations and undivided units. hoatson and blake (2000) document a high s content within hco intrusions, with all groups with the possible exception of vii being derived from s saturated parent magmas. they have potential to host nickel copper sulphide mineralisation.",[],[],"['nickel', 'copper', 'sulphide']",[],[],[],0,True,True,potential to host,potential to host
a080379_e80_2574_08atr_12876104_114,a080379_e80_2574_08atr_12876104.json,114,the tenement area contains a number of prospective mafic intrusions which have potential to host nickel copper and platinum group element (pge) mineralisation.,2,"['potential', 'mineralisation']","['potential', 'mineralisation', 'potential', 'mineralisation']","they have potential to host nickel copper sulphide mineralisation. the togo north project is located 70 km north of halls creek in the east kimberley region of western australia. the tenement area contains a number of prospective mafic intrusions which have potential to host nickel copper and platinum group element (pge) mineralisation. activities completed during the reporting year comprised interpretation of geochemistry, geophysics and geology, with field checking of interpretations and identifying unresolved geophysical anomalies.",['pge'],[],"['nickel', 'copper', 'sulphide', 'nickel', 'copper', 'platinum']",[],"['halls creek', 'kimberley', 'western australia']",[],0,True,True,,
a080379_e80_2574_08atr_12876104_128,a080379_e80_2574_08atr_12876104.json,128,"mafic ultramafic intrusive complexes, halls creek orogen: assessment of their ni cu pge potential.",1,['potential'],"['potential', 'potential']","annual report to the dme. freeport of australia, inc, west perth, australia. mafic ultramafic intrusive complexes, halls creek orogen: assessment of their ni cu pge potential. mineral occurrences and exploration potential of the east kimberley.",['pge'],[],[],[],"['australia', 'perth', 'australia', 'halls creek orogen', 'kimberley']",[],0,True,False,,
a080379_e80_2574_08atr_12876104_131,a080379_e80_2574_08atr_12876104.json,131,"geology and mineralisation of the palaeoproterozoic layered maficultramafic intrusions in the halls creek orogen, western australia.",1,['mineralisation'],"['potential', 'mineralisation', 'potential']","mineral occurrences and exploration potential of the east kimberley. western australia geological survey, report 74, 83p. geology and mineralisation of the palaeoproterozoic layered maficultramafic intrusions in the halls creek orogen, western australia. geology and economic potential of the palaeoproterozoic layered mafic ultramafic intrusions in the east kimberley, western australia.",[],[],[],[],"['kimberley', 'western australia', 'halls creek orogen', 'western australia', 'kimberley', 'western australia']",[],0,True,False,,
a080379_e80_2574_08atr_12876104_135,a080379_e80_2574_08atr_12876104.json,135,"in: geology and economic potential of the palaeoproterozoic layered mafic ultramafic intrusions in the east kimberley, western australia.",1,['potential'],['potential'],"australian geological survey organisation, bulletin 242, 319p. geological setting, petrography, and geochemistry of the mafic ultramafic intrusions. in: geology and economic potential of the palaeoproterozoic layered mafic ultramafic intrusions in the east kimberley, western australia. australian geological survey organisation, bulletin 242, 319p.",[],[],[],[],"['kimberley', 'western australia']",[],0,True,False,,
a084512_rbb_2009_e5101206_12945465_10,a084512_rbb_2009_e5101206_12945465.json,10,"7.0 recommendations exploration potential encouragement exists for the occurrence of further vms and other basin related base metal deposits, for example, in the basinal architecture, particularly locally to rainbow bore prospect.",1,['potential'],"['potential', 'mineralisation']","the analytical suite included: ag, au, co, cu, mn, ni, pb, pd, zn and ba (appendix 1). 6.23 airborne magnetic survey rainbow bore prospect (e51 1206) annual exploration and report period 3 july 2087 to 2 july 2009 data cd fugro airborne surveys pty ltd completed airborne magnetic and radiometric surveys at the glengarry project, which includes rainbow prospect, in september 2008. 7.0 recommendations exploration potential encouragement exists for the occurrence of further vms and other basin related base metal deposits, for example, in the basinal architecture, particularly locally to rainbow bore prospect. in these deposits, base metal mineralisation is emplaced by expulsion of pressurised basinal fluids, along fluid permeable fracture pathways, between impermeable units.","['vms', 'base metal', 'base metal']",[],[],[],[],[],0,True,True,potential encouragement exists for the occurrence of further,occurence of further
a084512_rbb_2009_e5101206_12945465_15,a084512_rbb_2009_e5101206_12945465.json,15,the yerrida basin has high potential to contain uranium deposits of the conglomerate and sandstone type.,1,['potential'],['potential'],"vms deposits are typically associated with fluorite and barite; the occurrence in rock chip samples of highly anomalous fluorine and barium values is particularly relevant here. geophysical data indicate north northwesterly trending structures, which may be the faulted extensions of archaean greenstone belts beneath the early proterozoic sediments; these archaean structures may well have been active during yerrida basin sedimentation and conduits for mineralising fluids. the yerrida basin has high potential to contain uranium deposits of the conglomerate and sandstone type. uranium related deposits arise from geological changes occurring close to major unconformities.","['vms deposits', 'uranium deposits', 'uranium']","['sediments', 'conglomerate', 'sandstone']","['fluorite', 'barite']",['greenstone belts'],"['yerrida basin', 'yerrida basin']","['archaean', 'proterozoic', 'archaean']",0,True,True,,
a084512_rbb_2009_e5101206_12945465_69,a084512_rbb_2009_e5101206_12945465.json,69,"item 1252, a 9835 pirajno, f., and adamides, n. g., 2000, geology and mineralisation of the palaeoproterozoic yerrida basin, western australia: western australia geological survey, report 60.",1,['mineralisation'],['mineralisation'],"annual report diamond well prospect temporary reserves 7151h and 7152h western australia, year ending august 1980, unpub. report chevron exploration corporation for dme. item 1252, a 9835 pirajno, f., and adamides, n. g., 2000, geology and mineralisation of the palaeoproterozoic yerrida basin, western australia: western australia geological survey, report 60. pirajno f occhipinti sa, swager cp, 1998.",[],[],['diamond'],[],"['western australia', 'yerrida basin', 'western australia', 'western australia', 'sa']",[],0,True,False,,
a084512_rbb_2009_e5101206_12945465_73,a084512_rbb_2009_e5101206_12945465.json,73,"geology and mineralisation of the palaeoproterozoic yerrida basin, western australia: western australia geological survey, report 60.",1,['mineralisation'],"['mineralisation', 'mineralisation']","geology and tectonic evolution of the palaeoproterozoic bryah, padbury and yerrida basins (formerly glengarry basin), western australia: implications for the history of the south central capricorn orogen. precambrianresearchvol90, no3 pp. geology and mineralisation of the palaeoproterozoic yerrida basin, western australia: western australia geological survey, report 60. deep seeking geochemical exploration for base metal mineralisation in the proterozoic bangemall basin, w.a.",['base metal'],[],[],[],"['glengarry basin', 'western australia', 'capricorn orogen', 'yerrida basin', 'western australia', 'western australia', 'bangemall basin']",['proterozoic'],0,True,False,,
a084512_rbb_2009_e5101206_12945465_85,a084512_rbb_2009_e5101206_12945465.json,85,"previous work has revealed mineralisation at mt bartle, north pool and diamond well with peak values of 1.06% pb, 1.03% zn and 19g t ag from surface rock chip sampling of the diamond well fault gossan.",1,['mineralisation'],['mineralisation'],"exploration has been recorded in the area since the early 1970s. this is partly as a consequence of explorers extending their efforts from the archaean yilgarn greenstone based work and partly as a consequence of exploration companies seeking new deposits in the proterozoic terrain north of the yilgarn. previous work has revealed mineralisation at mt bartle, north pool and diamond well with peak values of 1.06% pb, 1.03% zn and 19g t ag from surface rock chip sampling of the diamond well fault gossan. copper deposits in the region include the old lee (ricci), north prospect, rooneys, green dragon and thaduna mines.",['copper deposits'],"['greenstone', 'gossan']","['diamond', 'diamond']",[],[],"['archaean', 'proterozoic']",0,True,True,,
a084512_rbb_2009_e5101206_12945465_88,a084512_rbb_2009_e5101206_12945465.json,88,the mineralisation contains anomalous gold of up to 260ppb gold (au).,1,['mineralisation'],['mineralisation'],"copper deposits in the region include the old lee (ricci), north prospect, rooneys, green dragon and thaduna mines. the thaduna mines produced 2,823 tonnes of copper metal and remaining historically reported inferred resources average 3.4% cu and contain 17,000 tonnes of copper metal. the mineralisation contains anomalous gold of up to 260ppb gold (au). the magellan lead mine, owned by ivernia west, is located 10km to the southeast of the mt bartle el.",['copper deposits'],[],"['copper', 'copper', 'gold', 'gold', 'lead']",[],['magellan'],[],0,True,True,remaining historically reported inferred resources average,remaining historically reported inferred resources average
a084512_rbb_2009_e5101206_12945465_97,a084512_rbb_2009_e5101206_12945465.json,97,"in 1979, chevron exploration corporation and associate duval mining (australia) ltd carried out extensive work programmes.",1,['extensive'],['extensive'],"a previous explorer drilled three holes through the diamond well fault zone and intersected anomalous silver, lead and zinc values. best result was 1.6% pb in drilling from an unspecified depth. in 1979, chevron exploration corporation and associate duval mining (australia) ltd carried out extensive work programmes. work included aerial photography, aeromagnetic data acquisition, geochemical sampling and drilling.",[],[],"['diamond', 'silver', 'lead', 'zinc']",[],['australia'],[],0,True,False,,
a084512_rbb_2009_e5101206_12945465_102,a084512_rbb_2009_e5101206_12945465.json,102,follow up drilling failed to return further au mineralisation.,1,['mineralisation'],['mineralisation'],"aeromagnetic anomalies were followed up with ground magnetic surveys and a number of targets were drill tested to reveal black carbonaceous shales containing 3 to 5% disseminated pyrite and weak base metal values. one drillhole, dw6, recorded 2.88g t au in the interval 32 to 34 metres. follow up drilling failed to return further au mineralisation. duval also drilled three holes rainbow bore prospect (e51 1206) annual exploration and report period 3 july 2087 to 2 july 2009 data cd through the diamond well fault zone and intersected anomalous ag, pb and zn values.",['base metal'],['shales'],"['pyrite', 'diamond']",[],[],[],0,True,True,,
a084512_rbb_2009_e5101206_12945465_106,a084512_rbb_2009_e5101206_12945465.json,106,"acm minerals in 1982 86 studied a gravity high, and confirmed the presence of copper mineralisation of low tenor in a half graben structure to the west of the proposed depocentre of the maraloou formation.",1,['mineralisation'],['mineralisation'],"the best result was 1.6% pb in drillhole dw9. these and similar efforts resulted in several programmes being carried out by past explorers without significant recorded result. acm minerals in 1982 86 studied a gravity high, and confirmed the presence of copper mineralisation of low tenor in a half graben structure to the west of the proposed depocentre of the maraloou formation. eon metals in 1988 89 carried out a programme of rock chip sampling on the deeply weathered ferruginous and or silicified outcropping rocks believed to belong to the maraloou formation.",[],[],['copper'],"['maraloou formation', 'maraloou formation']",[],[],0,True,True,,
a084512_rbb_2009_e5101206_12945465_119,a084512_rbb_2009_e5101206_12945465.json,119,"no economic mineralisation was identified, but anomalous zn values over 1500ppm zn were recorded.",1,['mineralisation'],['mineralisation'],"in 1995 to 1996 pandell pty ltd carried out soil sampling in the area between mt russell and mt bartle, testing the aeromagnetic lineament trending 305 degrees. a zn anomaly over 400metres long, defined by a 75ppm contour was identified, and tested by drilling three angled and three vertical rc drillholes. no economic mineralisation was identified, but anomalous zn values over 1500ppm zn were recorded. table 3 summary of exploration activities extracts form wamex are set out blow; mount bartle zinc exploration 1995 1999 domain mining nl pandell pty ltd yamarna goldfields nl base metals copper gold lead silver zinc glengarry rainbow bore prospect (e51 1206) annual exploration and report period 3 july 2087 to 2 july 2009 data cd nabberu basin (glengarry) yilgarn (southern cross province) report a 047544 the mt bartle prospect, p53 875,e53 456, was located in the southeastern portion of the glengarry basin, 45kmwest of wiluna.",['base metals'],[],"['zinc', 'copper', 'gold', 'lead', 'silver', 'zinc']",[],"['long', 'goldfields', 'nabberu basin', 'southern cross', 'glengarry basin', 'wiluna']",[],0,True,True,no economic mineralisation was identified,no economic mineralisation
a084512_rbb_2009_e5101206_12945465_125,a084512_rbb_2009_e5101206_12945465.json,125,it confirmed the area was of interest and further drilling was recommended.,1,['further drilling'],['further drilling'],"sampling identified a zinc anomaly up to 337ppm zn, which was then drilled. a best intersection of 1m of 1550ppm zn from 19m was recorded. it confirmed the area was of interest and further drilling was recommended. report a 051144 work completed on the mt bartle project, p53 875,e53 546, during 1996 to 1997 comprised an assessment of the project and geophysical interpretation.",[],[],['zinc'],[],[],[],0,True,True,confirmed the area was of interest,confirmed the area was of interest
a084512_rbb_2009_e5101206_12945465_131,a084512_rbb_2009_e5101206_12945465.json,131,furthermore previous reconnaissance drilling had confirmed the existence of favourable rock types and anomalous base metal geochemistry.,1,['favourable'],['favourable'],"no author or date given) report a 055117 work completed on the mt bartle project, p53 875,e53 546,721, during 1997 to 1998 comprised data compilation and geological interpretation. this confirmed that the glengarry basin is a likely loci for stratabound cu zn deposits and that the perseverance fault, a major crustal feature was active during the deposition of the lower shelf sediments within this lobe of the glengarry basin. furthermore previous reconnaissance drilling had confirmed the existence of favourable rock types and anomalous base metal geochemistry. tenement p53 875 was surrendered after this report was submitted.",['base metal'],['sediments'],[],[],"['glengarry basin', 'perseverance', 'glengarry basin']",[],0,True,True,,
a084512_rbb_2009_e5101206_12945465_139,a084512_rbb_2009_e5101206_12945465.json,139,"recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks.",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","the lease covered part of the proterozoic yerrida basin, a domain within the glengarry basin. rocks exposed in the area comprise a turbidite sedimentary sequence of the thaduna fm interbedded with mafic volcanics and intrusives and overlain by argillaceous dolomitic limestone and siltstones. recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks. work completed in 1997 to 1998 comprised literature research and data compilation, stream sediment bleg and rock chip sampling.",['base metal'],"['turbidite', 'sedimentary sequence', 'limestone', 'siltstones', 'mafic rocks', 'sediment']",['sulphides'],[],"['yerrida basin', 'glengarry basin']",['proterozoic'],0,True,True,,
a084512_rbb_2009_e5101206_12945465_146,a084512_rbb_2009_e5101206_12945465.json,146,"recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks.",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","the lease covered part of the proterozoic yerrida basin, a domain within the glengarry basin. rocks exposed in the area comprise a turbidite rainbow bore prospect (e51 1206) annual exploration and report period 3 july 2087 to 2 july 2009 data cd sedimentary sequence of the thaduna fm interbedded with mafic volcanics and intrusives and overlain by argillaceous dolomitic limestone and siltstones. recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks. work completed in 1997 to 1998 comprised literature research and data compilation, stream sediment bleg and rock chip sampling.",['base metal'],"['turbidite', 'sedimentary sequence', 'limestone', 'siltstones', 'mafic rocks', 'sediment']",['sulphides'],[],"['yerrida basin', 'glengarry basin']",['proterozoic'],0,True,True,,
a084512_rbb_2009_e5101206_12945465_153,a084512_rbb_2009_e5101206_12945465.json,153,"recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks.",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","the lease covered part of the proterozoic yerrida basin, a domain within the glengarry basin. rocks exposed in the area comprise a turbidite sedimentary sequence of the thaduna fm interbedded with mafic volcanics and intrusives and overlain by argillaceous dolomitic limestone and siltstone. recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks. work completed in 1997 to 1998 comprised literature research and data compilation, stream sediment bleg, lag and rock chip sampling.",['base metal'],"['turbidite', 'sedimentary sequence', 'limestone', 'siltstone', 'mafic rocks', 'sediment', 'lag']",['sulphides'],[],"['yerrida basin', 'glengarry basin']",['proterozoic'],0,True,True,,
a084512_rbb_2009_e5101206_12945465_160,a084512_rbb_2009_e5101206_12945465.json,160,"rocks exposed in the area comprise a turbidite sedimentary sequence of the thaduna fm interbedded with mafic volcanics and intrusives and overlain by argillaceous dolomitic limestone and siltstone recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks.",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","report a 057563 e51 765 was part of the wiluna west base metal project located 50 km northwest of the town of wiluna. the lease covered part of the proterozoic yerrida basin, a domain within the glengarry basin. rocks exposed in the area comprise a turbidite sedimentary sequence of the thaduna fm interbedded with mafic volcanics and intrusives and overlain by argillaceous dolomitic limestone and siltstone recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks. work completed in 1997 to 1998 comprised literature research and data compilation, aeromagnetic interpretation and loam sampling for diamonds over a previously identified indicator mineral anomaly.","['base metal', 'base metal']","['turbidite', 'sedimentary sequence', 'limestone', 'siltstone', 'mafic rocks']","['sulphides', 'diamonds']",[],"['wiluna', 'wiluna', 'yerrida basin', 'glengarry basin']",['proterozoic'],0,True,True,,
a084512_rbb_2009_e5101206_12945465_167,a084512_rbb_2009_e5101206_12945465.json,167,"recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks.",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","the lease covered part of the proterozoic yerrida basin, a domain within the glengarry basin. rocks exposed in the area comprise a turbidite sedimentary sequence of the thaduna fm interbedded with mafic volcanics and intrusives and overlain by argillaceous dolomitic limestone and siltstones. recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks. work completed in 1997 to 1998 comprised literature research and data compilation, stream sediment bleg and rock chip sampling.",['base metal'],"['turbidite', 'sedimentary sequence', 'limestone', 'siltstones', 'mafic rocks', 'sediment']",['sulphides'],[],"['yerrida basin', 'glengarry basin']",['proterozoic'],0,True,True,,
a084512_rbb_2009_e5101206_12945465_170,a084512_rbb_2009_e5101206_12945465.json,170,preliminary evaluation of the lease suggested that the geological setting was favourable particularly for hydrothermal pb zn in carbonate rocks as an economic oxide deposit of pb and several significant pb shows are in the immediate vicinity.,1,['favourable'],"['favourable', 'mineralisation']","work completed in 1997 to 1998 comprised literature research and data compilation, stream sediment bleg and rock chip sampling. the bleg sampling recorded an anomalous assay of 6.6 ppb. preliminary evaluation of the lease suggested that the geological setting was favourable particularly for hydrothermal pb zn in carbonate rocks as an economic oxide deposit of pb and several significant pb shows are in the immediate vicinity. the lease is also considered prospective for ni cu pge mineralisation.",['pge'],"['sediment', 'carbonate rocks']","['hydrothermal', 'oxide']",[],[],[],0,True,True,immediate vicinity,immediate vicinity
a084512_rbb_2009_e5101206_12945465_176,a084512_rbb_2009_e5101206_12945465.json,176,"recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks.",2,"['potential', 'mineralisation']","['potential', 'mineralisation']","the lease covered part of the proterozoic yerrida basin, a domain within the glengarry basin. rocks exposed in the area comprise a turbidite sedimentary sequence of the thaduna fm interbedded with mafic volcanics and intrusives and overlain by argillaceous dolomitic limestone and siltstones. recent research by gswa suggested the basin had the potential to host base metal mineralisation, particularly ni,pt,pd magmatic sulphides in mafic rocks. work completed in 1997 to 1998 comprised literature research and data compilation and geophysical processing.",['base metal'],"['turbidite', 'sedimentary sequence', 'limestone', 'siltstones', 'mafic rocks']",['sulphides'],[],"['yerrida basin', 'glengarry basin']",['proterozoic'],0,True,True,,
