,event_id,filename,anumber,sentence_count,report_type,sentence_idx,sentence_triggers,event_text,label,lower_idx,upper_idx,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
13,a073530_c76-2000a06_16589815_36,a073530_c76-2000a06_16589815.json,73530,39,Annual,36,future exploration,"Field visits were also conducted with a view to conducting a regional soil sampling programme. Exploration on newly granted licences was limited due to aboriginal heritage issues. 5.2 Future Exploration It is currently planned to complete the required heritage clearance within the next few weeks with a view to commencing further aircore drilling before the end of the year. A regional soil sampling programme is also proposed for the project during the current reporting year. Great Gold Mines NL ACN 009 157 439 YUNDAMINDERA C 76/2000 COMBINED GROUP REPORTING ANNUAL REPORT FOR THE PERIOD 1 June 2005 to 31 May 2006 BY C. TAYLOR & L. BOWYER DUE DATE: 31 July 2006 PRIVATE AND CONFIDENTIAL NOT TO BE COPIED OR DISTRIBUTED Level 8, 580 St Kilda Road, Melbourne, Victoria, 3004, Australia Telephone: +61 3 8532 2820 Facsimile: +61 3 8532 2805 DISTRIBUTION: Department of Industry & Resources, Perth Great Gold Mines NL., Melbourne Great Gold Mines N.L.",False,36,36,"the next few weeks, the end of the year, the current reporting year, ANNUAL, THE PERIOD 1 June 2005 to, May 2006, July 2006, 3004","YUNDAMINDERA, Victoria, Australia, Perth","Gold, Gold, Gold",,,,,proposed
14,a073692_carnarvon results_14716503_8,a073692_carnarvon results_14716503.json,73692,18,Final Surrender,8,higher grade,A number of results between 0.77-1.87% HM were returned from the older Tertiary dune systems which overlie a predominantly limestone sequence which is currently being mined adjacent to Matildas tenements as a source of construction stone. The observations made support the previous interpretation that the dune systems present within the Matilda Minerals tenements have been reasonably systematically tested by previous air core drilling. Scope for higher grade deposits than previously identified within the tenements seems unlikely with the drill spacing over the dune systems down to 20 metres in places. It is felt that there may be an opportunity to explore the younger dune systems which do not appear to have been systematically evaluated Page 2 of 6 before. There may be potential for narrow higher grade strands buried beneath the more recent dune systems.,False,8,8,,,,,limestone,,Tertiary,"support, higher grade, potential, higher grade"
15,a074444_e47_1256_2007a_16626090_30,a074444_e47_1256_2007a_16626090.json,74444,84,Annual,30,significantly,"These surfaces have subsequently been eroded by the existing drainage system, often preserving remnants of the Hamersley surfaces in mesas. 3.2 Structure The Hamersley Province has undergone a complex deformation history, with at least five deformation events (D1-D5) recognised, as follows: D 1 is indicated by layer-parallel isoclinal folds and boudinage of chert and BIF horizons. The event is widespread but does not disrupt stratigraphy significantly. The structures are interpreted to have developed because of extension and compaction within the early basin. Mount Elvire Project Annual Technical Report E47/1256 D 2 (Ophthalmia Orogeny) was the most significant event to affect the Province.",False,30,30,,"Hamersley, Hamersley Province",,,"chert, BIF",,,"significantly, significant"
16,a074494_fairstar_spinifexwell_report_doir_14167846_343,a074494_fairstar_spinifexwell_report_doir_14167846.json,74494,471,Annual,343,"potential, significant","Oxygen fugacity (written fO2) is not a function of the ferrous/ferric ratio but is dependent on mineral equilibria and composition. The petrologic application in geology of oxygen fugacity is measured by mineral assemblages that are referred to as oxygen buffers. In igneous rocks the important oxygen buffers in decreasing oxidation potential are: Hematite = magnetite (MH buffer) Magnetite + quartz = fayalite (FMQ buffer) There is a significant difference in oxygen fugacity between tholeiitic and Calc-alkalic magmas. Calcalkalic rocks appear to have crystallized at oxygen fugacities about 1 to 2 log units above the FMQ buffer. In contrast, tholeiitic volcanics and plutons generally crystallize below the FMQ buffer.",False,343,343,,,"Hematite, magnetite, Magnetite, quartz, fayalite",,igneous rocks,,,"potential, significant"
17,a074630_doir_ar_karonie_09_06_15470612_260,a074630_doir_ar_karonie_09_06_15470612.json,74630,304,Annual,260,"significance, mineralisation","Heron Resources Ltd. Yindarlgooda Project Report 2006 19 6.0 REFERENCES 6.1 GOLD REFERENCES Cassidy, K. F., Champion, D.C., Krapez, B., Barley, M. E., Brown, S. J. A revised geological framework for the Yilgarn Craton, Western Australia : Western Australia Geological Survey, Record 2006/8, 8pp. Crustal-scale shear zones and their significance to Archaean gold mineralisation in Western Australia. Geological Survey of Western Australia, 2003. Combined East Yligarn geoscience data package.",False,260,260,"2006, 19 6.0, 2003","Yilgarn Craton, Western Australia, Western Australia, Western Australia, Western Australia","GOLD, gold",,,,Archaean,"significance, mineralisation"
18,a074655_alg28minex_10716942_42,a074655_alg28minex_10716942.json,74655,46,Annual,42,"potential, mineralisation","4 g/t for a total project mineral inventory of 211,500oz Au using cut-off of LO Wt Au and a top cut of 30 g/t Au has been estimated. A internally generated (Siberia) Non-JORC compliant resource estimate for Matt Dam was produced and documented in internal reports in order to justify planned exploration drilling. Matt Dam has a potential to yield a 3,500-5,000 oz Au resource at -5 alt Au in oxide and transported material and hosted within supergene mineralisation. Figure 3 & 4 show the project solid geology and surface geology respectively. Granite Sandstone & .",False,42,42,,Siberia,oxide,,"Granite, Sandstone",,,"exploration drilling, potential, mineralisation"
19,a074813_c154_2005_2006a_15815428_42,a074813_c154_2005_2006a_15815428.json,74813,209,Final Surrender,42,potential,"More detailed geophysical data could help with interpretation of bedrock geology and identification of potential pipe sources, but smaller, better defined target areas will need to be identified and prioritised by either geochemistry or indicator mineral sampling to justify acquisition of such data. Encouragingly, microdiamonds were located by the orientation samples in several places. However, indicator minerals to support these appear to be rare.",True,42,44,,,,,bedrock,,,"potential, support"
20,a074858_final_cpr_bounty_070214_16029207_808,a074858_final_cpr_bounty_070214_16029207.json,74858,854,Annual,808,"prospective, mineralisation","In Snowdens opinion the Bounty project remains prospective for gold mineralisation based on (1) the projects previous gold mining history; (2) the relatively shallow nature of previous exploration drilling the strike extents to the former open pit gold deposits; and (3) many of the known gold deposits being of short strike length. Furthermore, Snowden considers the Bounty project also to be prospective for nickel sulphide mineralisation given: the projects location over a fertile ultramafic unit; (2) the paucity of recent nickel sulphide exploration; (3) the known nickel mineralisation at Bounty East prospect; and (4) the discrete nature of the known massive nickel sulphide deposits to the south of the Bounty area.",True,808,809,,,"gold, gold, nickel, sulphide, nickel, sulphide, nickel","gold deposits, gold deposits, nickel sulphide deposits",,,,"prospective, mineralisation, prospective, mineralisation, mineralisation, prospect"
21,a074984_cn_report_annual_2006_doir_16277701_199,a074984_cn_report_annual_2006_doir_16277701.json,74984,250,Annual,199,"anomalous, warranting follow up","Page 5 At the Yarbu North target (Figure 14), auger soil sampling defined two extensive areas of strongly anomalous gold in soils (Andromeda North and Andromeda South). Reconnaissance RAB drilling of Andromeda North returned several plus g/t gold intersections requiring follow-up RAB drilling. Widely spaced reconnaissance auger soil sampling along the inferred position of the Clampton Shear Zone (CSZ) within E77/864 (Figures 15 - 18), returned anomalous gold results up to 746 ppb, warranting follow-up infill soil sampling followed by RAB drilling. A single RAB drill traverse testing a discrete aeromagnetic high along the CSZ returned anomalous gold, suggesting that aeromagnetic highs are high priority targets for follow-up RAB drilling.  Reconnaissance RAB drilling of the Sandplain soil gold target area has established the presence of widespread anomalous to low grade gold mineralisation hosted by extensively altered Diemals Formation sediments and ultramafics.",False,199,199,,,"gold, gold, gold, gold, gold, gold",,sediments,Diemals Formation,,"extensive, anomalous, anomalous, anomalous, presence of, anomalous, low grade, mineralisation"
22,a075019_2006 betsy bore annual report_15980876_74,a075019_2006 betsy bore annual report_15980876.json,75019,86,Annual,74,potential,"Overall 250 inloop TEM stations were recorded for a total of 19.2 line kilometres of data (16 survey lines). Resultant inloop TEM surveying has effectively sterilised the immediate Betsy Bore area of interest for the presence of significant bedrock conductors to a depth of ~200-300m. Three bedrock conductors of potential interest have been identified in the Betsy Bore area. A discrete, moderate bedrock conductor was delineated in the SE quadrant of the survey area. The associated source appears to be directly along strike from a local, possible ultramafic package (anomalous geochem) and is moderately conductive, being possibly consistent with a reasonably sulphidic unit (~850S).",False,74,74,,,,,"bedrock, bedrock, bedrock",,,"presence of, significant, potential, delineated, possible, anomalous, possibly"
23,a075194_e31_645_2006a_11791424_138,a075194_e31_645_2006a_11791424.json,75194,153,Annual,138,possibly,"The eastern half of the project area occurs within a two to three kilometre thick unit of mixed felsic volcanic and volcaniclastic rocks. This unit is underlain, to the east, by a thick pile of mixed mafic and intermediate volcanic rocks and associated intrusive types. In the western portion of the project area, the Norman Well felsic unit is overlain, possibly unconformably by a predominantly sedimentary unit comprising local polymictic conglomerates and more widespread fine to medium grained clastic sediments. At Yilgangi the sediments are intruded by northerly to north westerly trending feldspar porphyries. The sedimentary unit is folded into anticlines and synclines along north-northwesterly trending axes.",False,138,138,,,feldspar,,"mixed, volcaniclastic rocks, mixed, intermediate volcanic rocks, polymictic conglomerates, clastic sediments, sediments",,,possibly
24,a075685_p2403750_2007a_final_070802_17442983_26,a075685_p2403750_2007a_final_070802_17442983.json,75685,361,Annual,26,prospect,"Drill Collar Plan (1:25,000) Figure 6: .Siberia North Regional Aeromagnetics List of Appendices Appendix 1. Logging Codes and Algorithm Appendix 2.Cross Sections & Strip Logs Appendix 3.Beneficiation (Screening) Data Appendix 4.Digital Data INCO Australia Limited Partnership, Siberia North Prospect Tenement P24/3750 2005-2007 Annual Report Page 1 of 24 . 1.0 Introduction The Siberia North Prospect is located approximately 80km north north west of Kalgoorlie. The prospect, which is considered to be prospective for nickel, is part of Herons larger Siberia Project and the Kalgoorlie Nickel Project (KNP) which is subject to a farm-in agreement with Inco Australia Limited Partnership (IALP). Works completed during the 2005-2007 reporting period were completed by IALP in order to fulfil farm-in agreement commitments.",False,26,26,"2005-2007, 2005-2007","Australia, Siberia, Siberia, Kalgoorlie, Siberia, Kalgoorlie, Australia","nickel, Nickel",,,,,"prospect, prospective"
25,a075704_c109_2001_a_2007_10789889_168,a075704_c109_2001_a_2007_10789889.json,75704,172,Annual,168,"further exploration, prospect",Further exploration on this prospect is warranted.,True,168,168,,,,,,,,"Further exploration, prospect"
26,a075869_mombo bore_2007a_10188532_94,a075869_mombo bore_2007a_10188532.json,75869,364,Annual,94,anomalous,"One noticeable feature of the geology is the presence of zones of what has been interpreted as diopsidic marble from 141 to 184m. Mn is anomalous throughout the oxidized zone (associated with Fe), however the anomalism extends down to 205m, well within the fresh rock, with the base of this coincident with the base of the interpreted marble. This is also generally associated with low Ba, with weakly anomalous Ba occurring from 205 to 270m. Another zone of moderately to strongly anomalous Mn also occurs from 326m to the end of hole at 390m. Elevated to strongly anomalous Zn is present from surface to 80m, with the highest assays from 51 to 70m.",False,94,94,,,,,"marble, marble",,,"presence of, anomalous, anomalism, anomalous, anomalous, anomalous"
27,a076307_e08_1556_2007a_11070970_65,a076307_e08_1556_2007a_11070970.json,76307,109,Annual,65,mineralisation,"Weak mineralisation (? 1000ppm U3O8) was evident at depth in most holes. The results confirm that primary mineralisation extends to depth below the current water table. In 1973, Onslow Minerals Pty Ltd conducted a scintillometer survey and geological mapping with rock chip sampling over their Glen Florrie copper-uranium prospect within the southern part of E08/1556. Mineralisation was identified in a siliceous black gossanous lode occupying a tension fracture in high background uranium granite.",False,65,65,1973,Onslow,copper,"uranium, lode, uranium",granite,,,"mineralisation, mineralisation, prospect"
28,a076310_hppl balfour downs final_11143793_3,a076310_hppl balfour downs final_11143793.json,76310,143,Annual,3,proposed,"Twelve proposed drill pad locations were surveyed, as well as approximately 7 km of proposed track connecting proposed drill pads and existing access tracks (Figure 2.1, Appendix C). Quadrats measuring 50 m x 50 m were surveyed at each of the 12 proposed drill pad locations. Proposed access tracks were surveyed using a foot traverse of the central alignment, along with a 25 m wide buffer either side of the centre line. This provided a 50 m wide survey corridor for each proposed track. The position of each proposed drill pad and access track was established using a GPS.",False,3,3,,,,,,,,"proposed, proposed, proposed, proposed, Proposed, proposed, proposed"
29,a076418_sabbathm51-322_annuareport2006_2007_15687559_3,a076418_sabbathm51-322_annuareport2006_2007_15687559.json,76418,57,Annual,3,mineralisation,"Geology: Gold mineralisation is related to the development of shear zones and quartz veins focused along a mafic - felsic contact with historical shafts and workings located over approximately 500 metres of strike. The Sabbath deposit is an Achaean aged gold deposit located approximately 15 kilometres north of Meekatharra in Western Australia. Gold mineralisation is related to the development of shear zones and quartz veins focused along a mafic - felsic contact with historical shafts and workings located over approximately 500 metres of strike. During the last four years Au Mining has spent in excess of $170,000 conducting drilling and prefeasibility activities and in that time has conducted systematic drilling and earthsawing over approximately 400 metres of strike length which has defined a JORC compliant indicted resource of 145,000 t @ 2.52 g/t Au, located within 50 metres of the surface. Some of the more significant intersections returned included 8m @ 15.92 g/t Au and 16m @ 4.28 g/t Au, with a number of intersections requiring follow up drilling with mineralization open at depth.",False,3,3,"Sabbath, the last four years","Meekatharra, Western Australia","Gold, Gold",gold deposit,"quartz veins, quartz veins",,,"mineralisation, mineralisation, significant, mineralization, open at depth"
30,a076563_c60_2007_2007a_16910615_159,a076563_c60_2007_2007a_16910615.json,76563,183,Annual,159,anomalous,"Au <0.05ppm All work east of the Project 3763 CSR 1986-87 Au Au and massive sulphide exploration including: exploration review, reconnaissance mapping, aeromagnetic interpretation, stream sediment and rock chip sampling. Subtle Cu, Zn and gold anomalies from stream sediment samples. Central part of Project 3771 Kestrel Mining NL 1986-88 Au RAB drilling program - 98 holes on 4 lines - anomalous arsenic detected. Large part of E20/544 3878 CRA Exploration 1987-88 Au Regional HMC Au program, including aeromagnetic survey and interpretation, geological mapping. Two drainage Au anomalies identified.",False,159,159,"1986-87, 1986-88, 1987-88",,"sulphide, gold, arsenic",,"sediment, sediment",,,anomalous
31,a076600_e47_1153_report2007a_11225321_68,a076600_e47_1153_report2007a_11225321.json,76600,263,Annual,68,potential,"This mapping will be followed-up by the field assessment of prospective palaeochannels ahead of undertaking a comprehensive diamond core drilling program to map the stratigraphy and model the 3D sub-surface architecture of selected channel iron deposits. Additional RC drilling will also be undertaken to obtain strati-lithologic ferricrete samples for assay. This program of work is expected to generate an early holistic assessment of the iron ore resource potential within the licence area, especially in the western half of the licence adjacent to the Beasley River iron ore deposits. 13 7.0 CONCLUSIONS Within the licence area, a major east-west Cainozoic palaeochannel drainage system, hosting widespread channel iron deposits, is considered to be highly prospective for the discovery of large minable pisolitic iron ore deposits. Numerous exploration targets have been identified within E47/1153, with the largest area covering approximately 7km2, juxtaposed to Rio Tintos Beasley River channel iron deposit project area.",False,68,68,,,diamond,"channel iron deposits, iron ore, iron ore deposits, channel iron deposits, iron ore deposits, channel iron deposit",ferricrete,,Cainozoic,"prospective, potential, highly prospective"
32,a076731_e16-301_ann07_11586327_65,a076731_e16-301_ann07_11586327.json,76731,73,Annual,65,potential,"A number of smaller felsic bodies, ranging in composition and texture from quartz feldspar porphyries to pegmatites, have also intruded the sequence. At Credo a series of major north-south trending faults and shear zones extend for a strike length of 12km through the project area. This study has highlighted the mineral potential of the area where greenstone lithologies have been intruded by the Archaean granite, and marked by the well developed shear zone. This is well recognised prospective geological setting for gold mineralisation. Previous drilling program has been unsuccessful in locating any mineralised area.",False,64,66,,,"quartz, feldspar, gold",,"pegmatites, greenstone, granite",,Archaean,"potential, prospective, mineralisation"
33,a076778_anrep363_10243009_48,a076778_anrep363_10243009.json,76778,57,Annual,48,prospective,The regional 345 degree was assumed correct and was seen in the more mafic rocks off the lease. No further work on the PGMs is recommended but the increase in gold price should re invigorate the gold possibility along the main shear and any material can be sold to the two producers in the immediate area. The area is not prospective for PGMs. This work has shown that the area is not anomalous in PGM and no further work is proposed. The low sulphur and coppers reported do not suggest Ni as the basal unit is to the west if the sequence is overturned.,False,48,48,,,"gold, gold, sulphur, coppers","PGMs, PGMs, PGM",mafic rocks,,,"prospective, anomalous, proposed"
34,a076934_annual report2889_07_10900023_35,a076934_annual report2889_07_10900023.json,76934,145,Annual,35,"supported, potential","gt ser Q ser Q High background to anaomalous MAGSTREAM values at Carson Hills require follow - up. More detailed MAGSTREAM sampling and rock chip sampling supported by detailed geological mapping will help to define a potential source for the anomalies. The SE extension of the Olympio Formation Woodward Dolerite stratigraphy and Cu Zn anomalies associated with Olympio turbidites, in particular, require investigation. Craig S. Rugless 30th December 2007 CARSON HILLS PROJECT - E80/2889 Western Australia Annual Report for the Period Ending 29tht July 2007 CONTENTS Page Summary.",False,35,35,"30th December 2007, July 2007",Western Australia,,,turbidites,"Olympio Formation, Woodward Dolerite",,"supported, potential"
35,a076974_mqexp07-_11809348_67,a076974_mqexp07-_11809348.json,76974,159,Annual,67,"possibly, significant","Cavities occur throughout the deposit, which are sometimes empty and sometimes filled with quartz gravel. The gravel deposits are considered to be collapse breccias, which appear to have been washed and sorted by underground streams. The cavities, which appear to have been formed by faulting and possibly by leaching of carbonate rich chert present significant problems for open-hole drilling. The area contains physiographic amphitheatres probably related to collapse of limestone/chert into large underground caverns. At the West Ridge deposit a narrow band of high purity quartz up to 100m wide extends for a distance of about 500m in a north-northwest direction.",False,67,67,,,"quartz, carbonate, quartz",,"gravel, gravel, breccias, chert, limestone, chert",,,"possibly, significant"
36,a077048_e59_1188 2007 10 02 final surrender report_14285491_15,a077048_e59_1188 2007 10 02 final surrender report_14285491.json,77048,96,Final Surrender,15,possible,Mineral Anomaly G16: (outline shown on map at top). Top: EM34 conductivity map. Bottom: Line 7006400N Bouguer anomaly (mGal) and possible regional due to fault or contact (values are relative to the base station 407940). The black line is relative elevation: vertical scale is 1m between grid lines. Mineral Anomaly G19 (outline shown on map).,False,15,15,407940,,,,,,,possible
37,a077218_2007 annual report e 70-2729 katanning_15968128_102,a077218_2007 annual report e 70-2729 katanning_15968128.json,77218,166,Annual,102,possible,"G. Elliott identified six targets on E70/2729. magnetic anomaly over the Martling Farm area 3kms wide and over 2 kms wide. This anomaly suggests possible layering within a gabbroic complex. It is 10 kms WNW of Katanning, (rated a moderate priority by G. Elliott). Target 6, (546000mE/6277000mN), a relatively isolated strong magnetic response that may represent part of an intrusive margin, (rated a moderate priority by G. Elliott).",False,102,102,,Katanning,,,,,,possible
