,event_id,filename,anumber,sentence_count,report_type,sentence_idx,sentence_triggers,event_text,label,lower_idx,upper_idx,DATE,LOCATION,MINERAL,ORE_DEPOSIT,ROCK,STRAT,TIMESCALE,TRIGGER
10,a072284_gvjv_19-2005_2006a_12505377_258,a072284_gvjv_19-2005_2006a_12505377.json,72284,654,Annual,258,"prospecting, prospect","Denig, W., 1999: Trough Well, Bullfinch North Data Review, Polaris Metals NL Report No 1999-7 (unpublished). Golden Valley Joint Venture Project Combined Annual Report 2006 Polaris Metals NL Page 13 Dreverman, P., 2004 (July): 2003 Annual Report for Bullfinch North Project, E77/1010, Western Areas NL Report No E77/1010_2003A (unpublished). Evans, W. J., 1985: Annual Report on Prospecting Licence 77/206, Golden Valley Prospect, Jackson SH50-12, Western Australia, CRA Exploration Pty Ltd Report No 13613 (unpublished). Keats, W., 1991: Geology and Gold Mines of the Bullfinch-Parker Range Region, Southern Cross Province, Geological survey of Western Australia, Report No 28. Mathews, L. R., 2005: Lake Deborah Gravity Survey, Resource Potentials Report No 5009 (unpublished).",False,258,258,"1999, 2004, July, 2003, 1985, 1991, 2005","Bullfinch, Bullfinch, Jackson, Western Australia, Bullfinch, Southern Cross, Western Australia",Gold,,,,,
11,a072285_c67_2003_2006a_12640575_78,a072285_c67_2003_2006a_12640575.json,72285,738,Annual,78,potentially,"Emperor and Shogun resource estimates are via a block models (250 m x 250 m x 0.5 m and 100 m x 100 m x 0.5 m respectively) by Robsearch at a 500 ppm U cutoff. The Emperor 1 Resource is that where all blocks had average grade greater than the cut off grade (i.e. The Emperor 2 Resource is that assigned to the full selective mining category; this being where the average grade of a block (which were very large) was under cut off, but a large proportion of the block contained material greater than cut off, which could potentially be recovered by a selective mining process. We include this material in the total resource because of the very high cut off grade of 500 ppm U used by Robsearch for the block model compared to the grade of 200 ppm U that will be used in future studies, and therefore the likelihood that this material will subsequently be classified as part of the resource. A review of the resource estimates was commenced during the year by the Brisbane based consultants Taylor Wall, as part of an authorised due diligence commissioned by Maple Minerals.",False,78,78,the year,,,,,,,potentially
12,a072369_wilthorpe annual report report 2006 vol 2_16888478_70,a072369_wilthorpe annual report report 2006 vol 2_16888478.json,72369,75,Annual,70,mineralisation,"S, Q Z Sm te ? M m n M m te D O L S ?",True,70,71,,,,,,,,
13,a072376_bb_2006a_10327822_344,a072376_bb_2006a_10327822.json,72376,1823,Annual,344,prospect,Holes CWD001-3 were drilled by contractor Major Drilling via an RC precollar using a UDR650 rig with a 5.5 face sampling hammer and an NQ2 sized diamond drill core tail whilst CWD004 was drilled by contractor DWDH using a UDR1000 rig with an RC pre-collar 5.5 face sampling hammer and an NQ2 sized diamond drill core tail. Holes were located via a GPS and picked up accurately by Spectrum Surveys using a DGPS.,True,344,345,,,"diamond, diamond",,,,,
14,a072386_jc_2005a_16148319_71,a072386_jc_2005a_16148319.json,72386,223,Annual,71,mineralisation,"Underground exposure, mapping, sampling and geological understanding is sufficient to classify parts of these zone 250 domains within Lens B Panels 1 and 2 and Lens F Panel 1 north as measured. The ore zone domain boundaries in the Wallaby Underground resource, together with the 3.0g/t cutoff grade, define mineralisation considered to have reasonable prospects for eventual underground economic extraction. The wireframe domain boundaries were created using zones of continuous alteration, structural domain boundaries, structural dip and dip direction symbols, a decoded rock and alteration field and gold mineralisation to a nominal 1g/t cut-off. These parameters have a direct relationship with the visible orezone structures mapped and interpreted in the underground development. Statistical analysis of dry density measurements in fresh rock conglomerate material indicate a dry density value 2.77t/m3.",False,71,71,,Wallaby,gold,,conglomerate,,,"mineralisation, prospects, mineralisation"
15,a072391_c125_2004_2006a_12728776_3510,a072391_c125_2004_2006a_12728776.json,72391,10764,Annual,3510,proposed,"FMG proposes to seek environmental approval for the Cloud Break iron ore mine (No Beneficiation) and associated infrastructure with a life of 12 years at a production rate of 10 to 30 million tonnes per annum (Mtpa) that will be exported via the Port Hedland facility. The proposed ore will not be additional to the 45 Mtpa proposed to be mined from FMGs other mines, but rather will be blended with ore produced from these mines, to allow greater flexibility in terms of product grade control and meeting customer requirements. To ensure that the cumulative impacts of the Cloud Break Project, FMGs other projects and other relevant projects in the area are well understood, cumulative impacts will be a key focus of the studies proposed in this Scoping Document. The specialist consultants for groundwater, surface water, flora and vegetation, and fauna will (have) consider(ed) cumulative impacts. The overall ecological and social impact of Cloud Break, and other mining projects in the area, in particular in the Chichester Ranges, will be assessed in the context of the principles of sustainability.",False,3510,3510,12 years,Port Hedland,,iron ore,,,,"proposes, proposed, proposed, proposed"
16,a072391_c125_2004_2006a_12728776_9651,a072391_c125_2004_2006a_12728776.json,72391,10764,Annual,9651,encourage,"Remove any hydrocarbon contaminated soils for remediation. Contour to restore natural drainage. Rip surface to alleviate compaction and encourage re- growth of native vegetation (refer to Revegetation Plan Section). Train loading yard Leave site in a safe, stable, non-polluting and tidy condition with no remaining plant or infrastructure that is not required for postoperational use. No remaining plant or infrastructure that is not required for postoperational use.",False,9651,9651,,,,,,,,encourage
17,a072398_c0892002_annual reprt_2005a_14670786_120,a072398_c0892002_annual reprt_2005a_14670786.json,72398,210,Annual,120,mineralisation,"The geochemistry of these Tertiary caprock outliers will be significantly different from the surrounding materials. Mobile minerals will be concentrated in the caprock while the surrounding saprolite will be a depletion zone. ORIG DESIGN DATE COMMENTS MGA Coordinates, GDA94 DDDDD D DD D DDD DD D D D D D D D DDD D DD D D DDD D D DD DD D D D D DD DD D D DDDDDDDD D D D D DDD D D DDD DDD D D Check for mineralisation below paleochannel Positive results terminate on edge of paleo land surface. Mineralisation probably extends eastwards into the oxide zone below the surface soils. L L SFC SFC SFC Weak mineralised unit One good result on land surface Low grade anomalism surrounding palaeo surface SFC remnant L Strongly mineralised unit?",False,120,120,,,oxide,,"caprock, caprock, saprolite",,Tertiary,"significantly, mineralisation, Low grade, anomalism"
18,a072426_lpw_2005a_9611955_80,a072426_lpw_2005a_9611955.json,72426,85,Annual,80,significant,In some cases the geological environment of the magnetic anomaly allows a choice to be made between these possibilities. Ultramafic units for example will be stratabound and are unlikely to be found in the middle of thick felsic volcanic sequences. Iron Formation is narrow but with great strike extent it also is generally a well-exposed unit and significant BIF should have been picked up by Hallberg. Areas with potential to host nickel mineralisation are called Targets but none fall within the boundaries of M38/0390. See Figure 2 for Tenement details.,False,80,81,,,nickel,,"Iron Formation, BIF",,,"significant, potential, mineralisation"
19,a072451_c101_2003_2005a_14708906_67,a072451_c101_2003_2005a_14708906.json,72451,85,Annual,67,mineralisation,"9 As accumulations of massive to disseminated Ni + Cu + PGE sulphides at the base of thick differentiated gabbro sills. A good example of this style occurs at the base of the Stillwater gabbro lopolith in Montana. The recent discovery of the Collurabi Ni-CuPGE mineralisation to the north of Laverton may well belong to this style. Ultramafic rocks generally have a strong magnetic signature. However, the known mapped ultramafic units in the Crescent Leases are non-magnetic probably because they are sheared and retrogressed in fault zones.",False,67,67,,Laverton,sulphides,PGE,"gabbro, gabbro",,,mineralisation
20,a072486_c305_1996_2005a_14250496_134,a072486_c305_1996_2005a_14250496.json,72486,209,Annual,134,mineralisation,"The footwall domain: To the west of the calc-alkaline units, the footwall domain is characterised by mafic and ultramafic schist, dolerite and banded iron-formation. 6.0 Project Mineralisation Copper and gold at Admiral Hill display a high degree of spatial correlation, although the greater mobility of copper in the supergene zone causes some separation. As presently known, the main contribution to copper-gold mineralisation is in the supergene zone, approximately coincident with, and beneath, the andalusite-bearing schist ridge. Copper and gold occur sporadically throughout the leached, kaolinitic rock. Copper, mainly as malachite and chalcocite, is concentrated near the base of the supergene zone, but gold is more widespread, being retained in relatively refractory quartz veins.",False,134,134,,,"iron, Copper, gold, copper, copper, gold, andalusite, Copper, gold, Copper, malachite, chalcocite, gold",,"schist, dolerite, schist, quartz veins",,,"correlation, mineralisation"
21,a072649_bwsm36_602annualreport2006_11289231_94,a072649_bwsm36_602annualreport2006_11289231.json,72649,127,Annual,94,possible,"No topsoil was removed. No plastic bags were used during drilling and all rubbish was removed from the area immediately. During drilling care was be taken to spread spoil to allow vegetation to re-establish between sample piles, as small an area as possible was disturbed, salinity of ground water was monitored and water and fines were contained. Rehabilitation was to be carried out immediately after drilling holes were plugged and back filled in accordance with DME/EPA/AuDAX guidelines. An audit has been conducted to determine the state and progress of rehabilitation of old drill sites.",False,94,94,,,,,plastic,,,possible
22,a072652_gms grp 1 annual 2006_14541809_29,a072652_gms grp 1 annual 2006_14541809.json,72652,180,Annual,29,"possible, delineated","The anomalous Hannans South fault structure (NNE fault) which extends into the western and central zones from the Hannans South gold deposit has anomalous historical drilling results within close proximity and requires further exploration. The Several high strain zones within the group of thin ultramafic units are gold mineralisation targets, especially where they intersect N-S and NNE faults. Southern Geoscience Consultants conducted the initial interpretation of the phase 1 gravity survey where four possible drilling targets were delineated. The Bouguer gravity data generated displayed some subtle gravity-high features in the western section of the Group 1 package adjacent to Hannans East open pit. These have been interpreted as buried mafics within the dominant felsic volcanic/sediment package and so were considered good targets for drilling.",False,29,30,,,gold,gold deposit,sediment,,,"anomalous, anomalous, further exploration, mineralisation, possible, delineated"
23,a072707_mtyuleannrep2006_13929682_129,a072707_mtyuleannrep2006_13929682.json,72707,253,Annual,129,could be,"Thus an economic iron ore deposit in the area could be developed as a mine with low infrastructure costs. The area is mostly freehold farmland so native title is less of an issue, and as the area has largely been cleared for farming and grazing and therefore degraded as native vegetation and fauna habitat, environmental issues should be decreased. 7.1 Reconnaissance Trip to E70/2731 Mt Yule Iron Ore Project, June 2005 A first-pass reconnaissance visit was made to MGMs Walebing EL area from June 13th 15th in order to locate areas of interest as well as areas that could be relinquished. Fieldwork was undertaken by geologists John Bridson and Glenn Whalan from a base in New Norcia. Subsequent to this visit a trip was made to the GSWA library in the search for historical exploration data.",False,129,129,"June 2005, June 13th 15th",,,"iron ore deposit, Iron Ore",,,,"could be, could be"
24,a072707_mtyuleannrep2006_13929682_198,a072707_mtyuleannrep2006_13929682.json,72707,253,Annual,198,"prospect, potential",Interest in the Mt.,True,198,198,,,,,,,,
25,a072821_coolgardie_combined_annual_2005_12942716_199,a072821_coolgardie_combined_annual_2005_12942716.json,72821,1235,Annual,199,possible,"10.1 Discussion92 10.2 Exploration Potential.94 10.3 Existing Resources with Potential to Expand and Convert to Mineable Reserves.103 As part of conducting due diligence on behalf of Matador and as part of a technical report, Mr. S. Capp, B.Sc., M.Aus.I.M.M., was commissioned to review the existing Herald Leviathan resource models for the Coolgardie tenements and calculations for both recent and historical data (Besserer et al., 2005, Capp, 2005a). The intent of his review was to comment on the quality of the models, calculations and existing databases from which the models were created, provide comments as to the quality of the existing resources and, where possible, classify the existing resources based upon Best Practice Guidelines for the Estimation of Mineral Resources and Mineral Reserves (CIM, 2003) and CIM Definition and Standards on Mineral Resource and Mineral Reserves (CIM, 2004). A total of 14 geographically separate deposits on the combined RJV tenements, of which 10 are within the Coolgardie tenements, were considered appropriate for the purposes of current resource estimation under NI 43-101. Drilling at the 10 Coolgardie deposits consists of approximately 237,000 m in 3,340 drillholes.",False,199,199,"2005, 2003, 2004","Coolgardie, Coolgardie, Coolgardie",,,,,,"Potential, possible"
26,a073089_mt venn e38_1000 annual 2005-2006_12524913_80,a073089_mt venn e38_1000 annual 2005-2006_12524913.json,73089,128,Annual,80,significant,"Copper and nickel sulphides were encountered in several holes and in one instance a large zone of massive carbonate was encountered. Significant intercepts are reported in Table 2. No significant anomalies in PGE were intercepted. A total of 2459 sample were assayed from the RC drilling and analysed by the schedule set out in Table 3. 7.2 Geological Mapping A short geological mapping program was conducted at 1:10,000 scale.",False,80,80,,,"Copper, nickel, sulphides, carbonate",PGE,,,,"Significant, significant"
27,a073100_annual mineral exploration all 2005-6_14130454_444,a073100_annual mineral exploration all 2005-6_14130454.json,73100,2806,Annual,444,mineralised,"Syncline with In-Fill 2. Stratigraphic Shearing along or within any of the above geological scenarios could cause localised gravity lows within the broader gravity low. A number of Air Core lines will permit an understanding of the gravity lows and whether they are mineralised or of no interest. There are many other gravity lows in between the two bounding magnetic anomalies further south that should be drilled if the initial exploratory holes uncover mineralisation. The following image shows a compilation of drilling (large coloured dots), geochemical surveys (small black dots) which have been gridded to show red as high gold and purple as low gold.",False,444,446,,,"gold, gold",,,,,"broader, mineralised, mineralisation"
28,a073100_annual mineral exploration all 2005-6_14130454_1183,a073100_annual mineral exploration all 2005-6_14130454.json,73100,2806,Annual,1183,prospects,"Access was difficult along this densely vegetated fluvial system, and easy elsewhere with very sparsely scattered bushes/shrubs, several haul roads, and numerous old tracks and trails. The area is covered by arrays of rock chip spoil piles from previous regional RAB and RC drilling programs, which provided useful information of subsurface geology, especially in areas of little to no outcrop. Shallow trenches exposed bedrock at Blackjack and Batavia prospects. Previous studies have referred to the Gabanintha Shear - a supposed regional shear zone that links the deposits of Reedy goldfield in the south, through Yaloginda-Bluebird goldfield to Paddys Flat at Meekatharra in the north (SBM Exploration Annual Report, 1997). A more detailed interpretation was developed by Marjoribanks (1997).",False,1183,1185,"1997, 1997","Gabanintha, Reedy, Meekatharra",,,bedrock,,,prospects
29,a073100_annual mineral exploration all 2005-6_14130454_2117,a073100_annual mineral exploration all 2005-6_14130454.json,73100,2806,Annual,2117,mineralisation,"Subordinate discrete AR anomalies occur at 10200E & 10300E on the southern traverse (Figure 2). CcAu and, to a lesser extent CN Au values, provide more subtle anomalies that would appear to more accurately define the anomalies on the southern traverse. In addition, the main anomaly on the northern traverse (61800N) is divided into discrete CcAu & CNAu anomalies with peaks at 10600E & 10750E, slightly offset to the east from the ARAu anomaly (and probably MAGLAG Geochemical Programme Chunderloo Project 5 more closely related to underlying mineralisation), while the subordinate anomalies on the southern traverse (probably occurring within colluvial soils) are more strongly developed in the weaker Cc & CN digests. Platinum & Ag the main Au anomaly is also associated with Pt and Ag responses (Figure 3): CcPt values exhibit broad backgound highs that correspond with the Au anomalies and may reflect a lithological control (ie ultramafic host?). CcAg and, to a lesser extent CNAg, also exhibit coincident anomalies with the main Au anomalous zones.",False,2116,2118,,,Platinum,,,,,"mineralisation, broad, anomalous"
30,a073100_annual mineral exploration all 2005-6_14130454_2741,a073100_annual mineral exploration all 2005-6_14130454.json,73100,2806,Annual,2741,significant,"In 1993 Dominion Mining conducted a small RC drilling program at Maid Marion, with encouraging results. The RC program was followed by an extensive aircore program in 1994 over the Meekatharra North tenement area, concentrating on areas of anomalous gold assays defined by the previous drilling. Further RC at the Maid Marion prospect was also carried out during 1994.",True,2741,2743,"1993, 1994, 1994",Meekatharra,gold,,,,,"extensive, anomalous, prospect"
31,a073134_vb_2006a_14226492_302,a073134_vb_2006a_14226492.json,73134,335,Annual,302,enriched,"The holes were oriented at -60/270 and mostly intersected unaltered basalt with thin horizons of ultramafic and felsic schists below 1-3 metres of transported cover. Strong shearing, over widths of 5-10 metres, associated with quartz veining were intersected in three of the holes. The best result from the drilling was 4m @ 1.97 g/t Au from 28 metres (BCB 013), in limonite enriched saprolite clays adjacent to the contact between ultramafic and mafic lithologys. (Parsons 2003) On M24/400, a total of 13 individual spear samples (BAX 008-020) were collected from drill hole VRC 007 to check assay repeatability. Results from the sampling indicated a fair degree of correlation with the original sampling, taking into account that the plastic bags had been ripped and dumped and that there was a likelihood of contamination and difficulty in sampling the correct metres.",False,302,304,2003,,quartz,limonite,"basalt, felsic schists, saprolite, clays, plastic",,,"enriched, correlation"
32,a073253_e25_205_2006a_15171057_60,a073253_e25_205_2006a_15171057.json,73253,142,Annual,60,broad,The majority of Australian deposits are located in the Yilgarn Craton of Western Australia. However a small but significant number of deposits also occur in the Pilbara Craton and in small Archaean outliers between the Yilgarn and Pilbara Cratons. Archaean lode-gold deposits so a broad range of sizes up to 1600 t gold in the Golden Mile deposit. Most average around 2 t of gold. With improving technology and gold price the economic grade of these materials has fallen from around 40 g/t in the 1890s to around 5 g/t.,False,59,62,the 1890s,"Yilgarn Craton, Western Australia, Pilbara Craton, Pilbara","gold, gold, gold","lode, gold deposits",,,"Archaean, Archaean","significant, broad"
33,a073281_mtgibson_2006a_17209356_7,a073281_mtgibson_2006a_17209356.json,73281,113,Annual,7,"presence of, higher grade","Less deformed granitoids intrude the older granitic Mt.Gibson Project - Combined Annual Report 2006 2 rocks and are believed to be responsible for the later, symmetrical, open cylindrical folding of the supracrustral rocks. (From Gold Partners Limited Prospectus 2002).",True,7,8,,Gibson,Gold,,granitoids,,,
34,a073306_bencubbindoirar2006_10777712_65,a073306_bencubbindoirar2006_10777712.json,73306,170,Annual,65,mineralisation,However a small but significant number of deposits also occur in the Pilbara Craton and in small Archaean outliers between the Yilgarn and Pilbara Cratons. Archaean lode-gold deposits so a broad range of sizes up to 1600 t gold in the Golden Mile deposit.,True,65,66,,"Pilbara Craton, Pilbara",gold,"lode, gold deposits",,,"Archaean, Archaean","significant, broad"
35,a073336_ek-159_bigbenc6-2004_06atr_17406307_46,a073336_ek-159_bigbenc6-2004_06atr_17406307.json,73336,161,Annual,46,prospect,"The gossan itself is described as a goethite-magnetite-sericite quartz vein with visible galena-pyrite. Prior to the 2004-05 reporting period the focus of Thundelarras work within the reporting group tenements was evaluating the PGE potential of the Big Ben intrusion, with particular reference to chromitite reef hosted mineralisation. In excess of 1000 soil samples were collected along with rock chip sampling and prospect mapping. From this work it was concluded the chromitite horizons were of limited width and strike extent and did not warrant further assessment. During the 2004-2005 reporting period the work was focused on testing a large number of targets within the project area but failed to identify high order gossan or geochemical anomalies.",False,46,46,"2004-05, 2004-2005",galena,"goethite, magnetite, sericite, pyrite",PGE,"gossan, quartz vein, chromitite, chromitite, gossan",,,"potential, mineralisation, prospect"
36,a073381_wvp_2006a_14371169_315,a073381_wvp_2006a_14371169.json,73381,512,Annual,315,significant,"These indicated a maximum deviation of 2O. The drill holes are considered to be accurately located. The lack of downhole surveys is not considered to problem, as significant deviation of drillholes is unlikely given their shallow depth (generally <60m) and the generally soft ground conditions. 7.6 Sampling Control of sample precision and accuracy from the drilling programs was based upon field duplicates, and the internal standard procedures used by SGS as part of their inhouse Quality Assurance-Quality Control (QA-QC) program. Checks on a total of 146 rig sample duplicates taken during the RC drilling programs indicated a good correlation between the original and duplicate values.",False,315,316,,,,,,,,"significant, correlation"
37,a073400_m70-1158 becker annual mineral exploration report 2005-2006_14352268_1,a073400_m70-1158 becker annual mineral exploration report 2005-2006_14352268.json,73400,69,Annual,1,significance,"An archaeological and ethnographic heritage survey was conducted by Artefaxion Pty Ltd Heritage Consultants over the Project area during the reporting period. No sites or places of cultural, mythological or historical significance were located within the land subject to the Lease. One location, site number 21909 was situated within the area; however following correspondence with the Department of Indigenous Affairs, the site was removed from the register. ANNUAL MINERAL EXPLORATION REPORT MINING LEASE 70/1158 for the period from 27th April 2005 to 26th April 2006 Becker Underwood Pty Ltd 1084 Pacific Highway Somersby NSW Author: Kate Moran B.Sc (Hons) Geology Mineral Properties Consultant Hetherington Exploration and Mining Title Services TABLE OF CONTENTS",False,1,1,"21909, ANNUAL, 27th April 2005 to 26th April 2006","NSW, Moran",,,,,,significance
38,a073410_de_2006a_15311021_96,a073410_de_2006a_15311021.json,73410,122,Annual,96,"mineralisation, significant",The radiometric data indicates the granite is potassium rich and this may in part reflect an alteration phenomena (sericite/K fsp). The most significant production in the region came from the Cosmopolitan mine. As such the host granite is of significant exploration interest.,True,96,98,,,sericite,,"granite, granite",,,"significant, significant"
39,a073508_1st relinquishment report e80-2576-2006_12279123_217,a073508_1st relinquishment report e80-2576-2006_12279123.json,73508,260,Partial Surrender,217,"mineralization, possibly","Other stratabound chromitite association occurrences of PGM mineralization are known from Big Ben, Eastmans Bore, Highway, Lamboo, Melon Patch, South Melon Patch, Mini, Moola Bulla, Springvale, West Mackintosh, West Robin Soak and Wilagee in addition to the Panton intrusion above. Possible basal segregations of sulphides in addition to Sally Malay occur at Corkwood, Keller Creek and McKenzie Spring. Sulphide association mineralization of unknown affinity occurs at Billymac Yard and Dave Hill and possibly Bow River. Within, and adjacent to the Northern Star tenement, the main maficultramafic intrusives targeted by Northern Star are identified by the numbers used in Report 246 and include the Springvale Intrusion (No 8), Emu Bore (No 44), Three Sisters (No 45), as well as the un-numbered Corridor Gabbro. Bulletin 246 classifies the layered intrusions of the Lamboo Complex into 7 categories based on age, stratigraphy, layering, structure, contact relationships, mineralization, petrography and whole rock geochemistry.",False,217,218,,,"sulphides, Sulphide",PGM,"chromitite, unknown","Wilagee, Panton intrusion, Springvale Intrusion, Corridor Gabbro, Lamboo Complex",,"mineralization, Possible, mineralization, possibly, mineralization"
